,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
99, Astra,2017,9498,Manual,33126,Diesel,145,85.6,1.6
100, Corsa,2018,7800,Manual,24207,Petrol,150,55.4,1.4
101, Mokka X,2018,12277,Manual,6378,Petrol,145,47.1,1.4
102, Crossland X,2019,14800,Manual,7362,Petrol,145,47.1,1.2
103, Astra,2016,9497,Manual,10693,Petrol,125,51.4,1.4
104, Corsa,2015,5490,Manual,46000,Petrol,30,55.4,1.4
105, Corsa,2019,10490,Manual,1452,Petrol,145,43.5,1.4
106, Astra,2018,10700,Manual,14592,Petrol,150,52.3,1.4
107, Corsa,2017,7999,Manual,15336,Petrol,145,55.4,1.4
108, Zafira,2017,11998,Manual,13318,Petrol,150,41.5,1.4
109, Viva,2019,6791,Manual,5111,Petrol,145,46.3,1.0
110, Astra,2017,10790,Manual,10969,Petrol,125,51.4,1.4
111, Insignia,2018,14220,Manual,36970,Diesel,145,53.3,2.0
112, Corsa,2016,6999,Manual,17236,Petrol,30,55.4,1.4
113, Mokka X,2019,14995,Manual,8336,Petrol,145,39.2,1.4
114, Adam,2016,7950,Manual,6500,Petrol,125,52.3,1.4
115, Insignia,2013,6798,Manual,38740,Petrol,200,40.4,1.8
116, Viva,2018,7999,Manual,7800,Petrol,145,46.3,1.0
117, Corsa,2018,9495,Manual,6000,Petrol,145,43.5,1.4
118, Corsa,2019,12498,Manual,22,Petrol,145,43.5,1.4
119, Corsa,2019,9989,Manual,14386,Petrol,145,43.5,1.4
120, Corsa,2017,6799,Manual,28543,Petrol,150,55.4,1.4
121, Corsa,2015,6398,Manual,36189,Petrol,125,53.3,1.2
122, Mokka X,2016,11495,Manual,9034,Petrol,200,42.2,1.6
123, Astra,2017,11610,Manual,11627,Diesel,145,72.4,1.6
124, Corsa,2015,6890,Manual,31183,Diesel,0,83.1,1.3
125, Crossland X,2019,12491,Manual,11431,Petrol,145,44.8,1.2
126, Corsa,2009,2950,Manual,90843,Petrol,145,48.7,1.2
127, Mokka,2016,8499,Manual,24442,Petrol,200,40.9,1.6
128, Insignia,2019,13990,Manual,21388,Petrol,145,50.4,1.5
129, Crossland X,2019,11995,Manual,8849,Diesel,145,62.8,1.5
130, Mokka,2014,7290,Manual,42724,Petrol,145,47.1,1.4
131, Viva,2019,7990,Manual,3708,Petrol,145,46.3,1.0
132, Mokka X,2019,12999,Manual,19028,Petrol,145,39.2,1.4
133, Astra,2018,12000,Manual,15445,Petrol,150,46.3,1.4
134, Adam,2014,3990,Manual,85086,Petrol,125,51.4,1.4
135, Grandland X,2019,16291,Manual,12026,Diesel,150,56.5,1.5
136, Combo Life,2019,13798,Manual,10098,Diesel,145,53.3,1.5
137, Combo Life,2019,15298,Manual,4144,Petrol,145,42.2,1.2
138, Crossland X,2019,15871,Manual,3421,Diesel,145,61.4,1.5
139, Meriva,2015,6310,Manual,39287,Petrol,145,47.1,1.4
140, Mokka,2016,9695,Manual,29250,Petrol,160,44.8,1.4
141, Astra,2020,15990,Manual,100,Petrol,145,54.3,1.2
142, Mokka X,2019,12598,Manual,16246,Petrol,145,39.2,1.4
143, Mokka X,2018,13490,Semi-Auto,32346,Petrol,150,37.2,1.4
144, Mokka,2016,9298,Manual,30596,Petrol,160,44.8,1.4
145, Corsa,2018,9000,Manual,33049,Petrol,145,43.5,1.4
146, Mokka X,2019,14399,Semi-Auto,19672,Petrol,145,37.2,1.4
147, Mokka,2016,7499,Manual,66000,Petrol,165,44.8,1.4
148, Astra,2019,15499,Semi-Auto,6467,Petrol,150,51.4,1.4
149, Corsa,2018,8700,Manual,10532,Petrol,145,54.3,1.4
150, Astra,2014,5350,Manual,94473,Diesel,0,76.3,1.6
151, Insignia,2018,13990,Automatic,39915,Diesel,150,51.4,2.0
152, Corsa,2019,9980,Manual,5500,Petrol,145,43.5,1.4
153, Zafira,2016,9999,Manual,27657,Petrol,200,42.2,1.4
154, Corsa,2015,6798,Manual,28891,Petrol,30,55.4,1.4
155, Mokka X,2017,10750,Manual,20750,Petrol,145,47.1,1.4
156, Corsa,2017,7499,Manual,24000,Petrol,150,55.4,1.4
157, Mokka X,2019,12998,Manual,5267,Petrol,150,47.1,1.4
158, Mokka X,2019,12999,Manual,20507,Petrol,145,39.2,1.4
159, Corsa,2013,4201,Manual,55000,Petrol,125,51.4,1.2
160, Corsa,2017,7998,Manual,24189,Petrol,30,55.4,1.4
161, Zafira,2017,12110,Automatic,15789,Petrol,200,40.9,1.4
162, Astra,2019,12392,Manual,13202,Diesel,145,72.4,1.6
163, Mokka X,2019,14698,Manual,8456,Petrol,150,39.2,1.4
164, Corsa,2017,7499,Manual,31000,Petrol,145,55.4,1.4
165, Insignia,2018,13790,Manual,21449,Diesel,145,65.7,1.6
166, Crossland X,2019,13990,Manual,5431,Diesel,145,60.1,1.5
167, Corsa,2019,10990,Manual,100,Petrol,145,43.5,1.4
168, Astra,2016,8893,Manual,24654,Petrol,125,51.4,1.4
169, Viva,2016,5550,Manual,29868,Petrol,20,62.8,1.0
170, Corsa,2019,10998,Manual,7842,Petrol,150,44.8,1.4
171, Mokka X,2017,11698,Manual,18919,Diesel,145,68.9,1.6
172, Mokka X,2019,13495,Manual,7176,Petrol,145,39.2,1.4
173, Adam,2016,7490,Manual,23788,Petrol,125,53.3,1.2
174, Corsa,2016,6700,Manual,37152,Petrol,30,55.4,1.4
175, Astra,2018,11700,Semi-Auto,11958,Petrol,145,51.4,1.4
176, Corsa,2017,6990,Manual,21287,Petrol,30,55.4,1.4
177, Mokka X,2017,9299,Manual,41763,Petrol,145,47.1,1.4
178, Corsa,2016,6799,Manual,45000,Petrol,30,55.4,1.4
179, Astra,2019,16499,Automatic,50,Petrol,145,42.8,1.4
180, Astra,2017,10000,Manual,16585,Petrol,20,62.8,1.0
181, Mokka X,2017,11798,Manual,21555,Petrol,145,47.1,1.4
182, Corsa,2016,7000,Manual,65704,Petrol,30,54.3,1.4
183, Adam,2016,6895,Manual,22145,Petrol,125,53.3,1.2
184, Astra,2018,11339,Manual,12548,Petrol,145,62.8,1.0
185, Mokka X,2018,12181,Manual,10927,Petrol,145,47.1,1.4
186, Mokka,2015,6495,Manual,80522,Petrol,200,43.5,1.6
187, Viva,2019,8995,Manual,10,Petrol,145,46.3,1.0
188, Crossland X,2019,11075,Manual,15148,Petrol,145,47.1,1.2
189, Grandland X,2018,16299,Manual,32026,Diesel,145,56.5,1.5
190, Mokka X,2017,9850,Manual,19436,Petrol,145,47.1,1.4
191, Crossland X,2019,11500,Manual,17012,Petrol,145,47.1,1.2
192, Mokka X,2018,11900,Manual,32106,Petrol,150,39.2,1.4
193, Crossland X,2018,12995,Manual,15562,Petrol,150,55.4,1.2
194, Zafira,2007,1350,Manual,99212,Petrol,235,38.7,1.6
195, Astra,2017,10998,Manual,18784,Diesel,150,72.4,1.6
196, Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2
197, Corsa,2017,7950,Manual,18239,Petrol,150,54.3,1.4
198, Astra,2019,13000,Manual,15112,Petrol,150,51.4,1.4
199, Corsa,2017,7698,Manual,22750,Petrol,30,55.4,1.4
200, Astra,2016,9498,Manual,19142,Petrol,125,51.4,1.4
201, Corsa,2019,11995,Manual,2500,Petrol,145,54.3,1.4
202, Astra,2017,9499,Manual,32652,Diesel,145,72.4,1.6
203, Insignia,2014,6040,Manual,66237,Diesel,0,76.3,2.0
204, Insignia,2019,17991,Manual,3528,Diesel,145,52.3,1.6
205, Corsa,2016,8060,Automatic,33938,Petrol,145,47.9,1.4
206, Meriva,2016,5498,Manual,54441,Petrol,145,47.1,1.4
207, Corsa,2008,2195,Manual,62000,Petrol,145,48.7,1.2
208, Mokka X,2018,13500,Manual,14853,Diesel,145,50.4,1.6
209, Mokka X,2018,12999,Manual,17116,Petrol,145,39.2,1.4
210, Crossland X,2018,11998,Manual,15970,Diesel,140,78.5,1.6
211, Astra,2020,15890,Manual,1550,Petrol,145,54.3,1.2
212, Insignia,2012,3999,Manual,103355,Diesel,30,65.7,2.0
213, Zafira,2017,12298,Manual,13566,Petrol,145,41.5,1.4
214, GTC,2017,10795,Manual,19000,Petrol,145,47.1,1.4
215, Adam,2017,8900,Manual,5597,Petrol,145,53.3,1.2
216, Corsa,2015,7798,Manual,11221,Petrol,30,55.4,1.4
217, Insignia,2019,15698,Manual,11785,Diesel,145,53.3,2.0
218, Mokka X,2017,10290,Manual,23395,Petrol,200,42.2,1.6
219, Grandland X,2018,16000,Manual,30348,Petrol,145,55.4,1.5
220, Corsa,2017,9999,Manual,7472,Petrol,30,54.3,1.4
221, Zafira,2017,11998,Manual,18587,Petrol,145,41.5,1.4
222, Mokka,2015,10000,Manual,19034,Petrol,160,44.8,1.4
223, Corsa,2016,6995,Manual,50270,Petrol,125,54.3,1.4
224, Mokka,2017,11300,Manual,12195,Diesel,145,68.9,1.6
225, Corsa,2019,9999,Manual,8108,Petrol,145,43.5,1.4
226, Mokka X,2019,14550,Manual,5730,Petrol,145,39.2,1.4
227, Viva,2016,6971,Manual,17698,Petrol,20,62.8,1.0
228, Corsa,2018,7970,Manual,16626,Petrol,145,55.4,1.4
229, Corsa,2018,9250,Manual,7160,Petrol,145,43.5,1.4
230, Insignia,2016,10400,Manual,28723,Diesel,20,68.9,1.6
231, Grandland X,2018,14499,Manual,10541,Diesel,145,70.6,1.6
232, Corsa,2016,6990,Manual,15043,Petrol,30,55.4,1.4
233, Corsa,2016,6000,Manual,23092,Petrol,30,55.4,1.4
234, Mokka,2015,7677,Manual,55121,Petrol,205,40.9,1.6
235, Corsa,2014,5995,Manual,22203,Petrol,125,51.4,1.2
236, Insignia,2019,16498,Manual,4771,Petrol,150,44.8,1.5
237, Astra,2013,4990,Manual,65155,Petrol,125,51.4,1.4
238, Combo Life,2018,14495,Manual,6000,Diesel,145,53.3,1.5
239, Insignia,2019,14559,Manual,10887,Petrol,145,50.4,1.5
240, Corsa,2018,8949,Manual,7685,Petrol,145,43.5,1.4
241, Antara,2007,2999,Automatic,99500,Diesel,565,32.8,2.0
242, Corsa,2013,5998,Manual,54331,Petrol,125,51.4,1.2
243, Corsa,2017,7199,Manual,16983,Petrol,145,55.4,1.4
244, Mokka X,2017,11495,Manual,33031,Diesel,20,68.9,1.6
245, Corsa,2015,7288,Manual,15000,Petrol,125,54.3,1.4
246, Zafira,2017,12495,Manual,15757,Petrol,205,41.5,1.4
247, Astra,2017,8499,Manual,45265,Diesel,145,76.3,1.6
248, Meriva,2017,9995,Manual,12000,Petrol,145,47.9,1.4
249, Insignia,2010,2950,Manual,66000,Petrol,265,37.2,1.8
250, Corsa,2019,9900,Manual,14692,Petrol,145,43.5,1.4
251, Astra,2016,8000,Manual,42982,Diesel,0,76.3,1.6
252, Insignia,2016,7995,Manual,62000,Diesel,20,72.4,1.6
253, Astra,2017,9010,Semi-Auto,54859,Diesel,125,61.4,1.6
254, Crossland X,2019,13498,Manual,3010,Petrol,150,47.1,1.2
255, Grandland X,2018,14995,Manual,19335,Petrol,150,55.4,1.2
256, Astra,2019,12990,Manual,10000,Petrol,145,48.7,1.0
257, Mokka X,2018,13995,Semi-Auto,7750,Petrol,150,43.5,1.4
258, Corsa,2013,3495,Manual,63414,Petrol,30,55.4,1.0
259, Adam,2014,5300,Manual,28227,Petrol,125,53.3,1.2
260, Corsa,2019,10990,Manual,20,Petrol,150,44.8,1.4
261, Adam,2014,7450,Manual,25000,Petrol,125,51.4,1.4
262, Grandland X,2019,21360,Automatic,14690,Diesel,145,53.3,1.5
263, Corsa,2016,7995,Manual,21000,Petrol,30,54.3,1.4
264, Crossland X,2019,12699,Manual,10143,Petrol,145,44.8,1.2
265, Mokka X,2016,11543,Manual,10000,Petrol,145,47.1,1.4
266, Mokka,2015,8499,Manual,31069,Diesel,30,62.8,1.7
267, Mokka,2016,9900,Manual,28063,Petrol,160,44.8,1.4
268, Corsa,2017,7499,Manual,13448,Petrol,145,55.4,1.4
269, Astra,2015,8000,Automatic,32490,Diesel,160,50.4,2.0
270, Viva,2017,6995,Manual,12215,Petrol,150,62.8,1.0
271, Adam,2018,9495,Manual,18917,Petrol,145,53.3,1.2
272, Astra,2017,11498,Manual,13186,Petrol,145,51.4,1.4
273, Zafira,2015,8610,Manual,35183,Petrol,200,42.2,1.4
274, Astra,2019,13995,Manual,4489,Petrol,150,51.4,1.4
275, Combo Life,2018,15200,Manual,5651,Diesel,145,53.3,1.5
276, Grandland X,2019,19999,Manual,5000,Petrol,145,45.6,1.2
277, Insignia,2017,11699,Manual,23731,Petrol,150,47.1,1.5
278, Crossland X,2019,9999,Manual,9563,Petrol,150,44.8,1.2
279, Mokka,2015,8500,Manual,22005,Petrol,200,40.9,1.6
280, Crossland X,2018,12998,Manual,8115,Petrol,145,44.8,1.2
281, Corsa,2017,7190,Manual,11425,Petrol,145,55.4,1.4
282, Corsa,2017,10390,Automatic,11398,Petrol,145,47.9,1.4
283, Corsa,2018,11782,Automatic,1751,Petrol,145,47.1,1.4
284, Combo Life,2019,17994,Manual,4912,Diesel,145,53.3,1.5
285, Mokka X,2017,9000,Manual,53294,Petrol,150,42.2,1.6
286, Zafira,2017,11799,Automatic,49956,Petrol,200,40.9,1.4
287, Corsa,2015,6498,Manual,44115,Petrol,125,54.3,1.4
288, Crossland X,2019,14995,Manual,2851,Petrol,145,47.1,1.2
289, Corsa,2015,7680,Manual,23259,Petrol,125,53.3,1.4
290, Astra,2017,10750,Manual,19597,Petrol,125,51.4,1.4
291, Astra,2019,13200,Automatic,12257,Petrol,145,51.4,1.4
292, Astra,2013,3599,Manual,95000,Diesel,0,76.3,1.7
293, Crossland X,2019,13199,Automatic,1343,Petrol,145,42.2,1.2
294, Combo Life,2019,13998,Manual,6950,Diesel,145,53.3,1.5
295, Corsa,2019,10399,Manual,9181,Petrol,145,43.5,1.4
296, Mokka,2016,8891,Manual,21033,Petrol,200,40.9,1.6
297, Corsa,2019,9990,Manual,100,Petrol,145,43.5,1.4
298, Astra,2016,7698,Manual,52169,Diesel,0,76.3,1.6
299, Mokka,2015,7999,Automatic,54825,Petrol,200,40.4,1.4
300, Astra,2016,9298,Manual,16147,Petrol,125,51.4,1.4
301, Astra,2017,10030,Manual,16108,Petrol,125,51.4,1.4
302, Mokka X,2017,10990,Manual,20289,Diesel,145,68.9,1.6
303, Viva,2016,6310,Manual,5700,Petrol,20,62.8,1.0
304, Corsa,2016,7998,Manual,6885,Petrol,30,55.4,1.4
305, Insignia,2016,10633,Manual,16384,Diesel,20,72.4,1.6
306, Crossland X,2019,13691,Semi-Auto,15776,Petrol,150,42.2,1.2
307, Crossland X,2018,12395,Manual,10578,Petrol,145,44.8,1.2
308, Zafira,2013,4798,Manual,52079,Petrol,240,39.2,1.8
309, Grandland X,2019,17990,Automatic,9515,Diesel,145,57.7,1.5
310, Mokka,2015,8290,Manual,39916,Petrol,160,44.8,1.4
311, Adam,2014,6000,Manual,30151,Petrol,125,53.3,1.2
312, Meriva,2011,3995,Automatic,55000,Diesel,235,44.1,1.7
313, Corsa,2011,3990,Manual,73000,Diesel,30,64.2,1.2
314, Zafira,2015,8998,Manual,25966,Petrol,200,42.2,1.4
315, Combo Life,2020,18588,Manual,1858,Petrol,145,42.2,1.2
316, Mokka X,2019,12698,Manual,7952,Petrol,145,39.2,1.4
317, Astra,2014,5801,Manual,53513,Diesel,0,76.3,1.7
318, Mokka X,2019,12998,Manual,12051,Petrol,145,39.2,1.4
319, Corsa,2017,7500,Manual,22150,Petrol,150,55.4,1.4
320, Mokka X,2018,12339,Manual,32429,Petrol,145,39.2,1.4
321, Corsa,2016,6970,Manual,47934,Petrol,125,54.3,1.4
322, Corsa,2017,7870,Manual,20526,Petrol,145,55.4,1.4
323, Mokka X,2017,10999,Manual,41530,Petrol,145,47.1,1.4
324, Astra,2017,10500,Manual,17408,Petrol,125,51.4,1.4
325, Mokka X,2017,11841,Manual,25527,Diesel,145,68.9,1.6
326, Mokka,2014,7492,Manual,54165,Petrol,205,43.5,1.6
327, Corsa,2010,3195,Manual,68000,Petrol,125,51.4,1.4
328, Mokka X,2017,10850,Manual,35323,Petrol,145,47.1,1.4
329, Astra,2017,10250,Manual,12523,Petrol,145,51.4,1.4
330, Mokka,2016,10900,Manual,22769,Petrol,200,42.2,1.6
331, Mokka,2015,8498,Manual,33104,Diesel,30,65.7,1.6
332, Insignia,2019,18985,Manual,21,Diesel,145,53.3,2.0
333, Viva,2019,7995,Manual,10,Petrol,145,46.3,1.0
334, Insignia,2018,15995,Manual,23658,Diesel,145,53.3,2.0
335, Corsa,2019,10498,Manual,10981,Petrol,150,43.5,1.4
336, Corsa,2015,6495,Manual,34600,Petrol,30,55.4,1.4
337, Crossland X,2019,9890,Manual,11177,Petrol,145,44.8,1.2
338, Mokka X,2018,9610,Manual,38073,Petrol,145,47.1,1.4
339, Crossland X,2019,10995,Manual,21085,Diesel,150,60.1,1.5
340, Vivaro,2015,10207,Manual,72717,Diesel,160,49.6,1.6
341, Viva,2017,5999,Manual,41340,Petrol,150,62.8,1.0
342, Corsa,2019,9399,Manual,12100,Petrol,145,43.5,1.4
343, Corsa,2015,7400,Manual,31968,Petrol,125,53.3,1.2
344, Combo Life,2019,14498,Manual,4538,Diesel,150,53.3,1.5
345, Mokka,2018,12400,Manual,10695,Petrol,145,47.1,1.4
346, Zafira,2016,9970,Manual,20888,Petrol,200,42.2,1.4
347, Corsa,2018,8995,Manual,17880,Petrol,145,54.3,1.4
348, Corsa,2009,3195,Manual,51000,Petrol,165,46.3,1.2
349, Viva,2017,6500,Manual,25058,Petrol,20,62.8,1.0
350, Crossland X,2017,10999,Manual,31000,Petrol,145,54.3,1.2
351, Astra,2020,14990,Manual,100,Petrol,145,54.3,1.2
352, Grandland X,2019,23495,Manual,4050,Petrol,145,52.3,1.2
353, Corsa,2017,7000,Manual,45659,Petrol,145,55.4,1.4
354, Mokka X,2017,10799,Manual,20591,Petrol,145,47.1,1.4
355, Astra,2016,8703,Manual,22500,Petrol,125,51.4,1.4
356, Corsa,2014,4965,Manual,65000,Petrol,125,51.4,1.2
357, Corsa,2015,6299,Manual,43000,Petrol,30,55.4,1.4
358, Mokka X,2019,14495,Manual,10620,Petrol,145,39.2,1.4
359, Insignia,2019,15495,Manual,11366,Petrol,145,50.4,1.5
360, Corsa,2019,9900,Manual,3363,Petrol,150,43.5,1.4
361, Adam,2014,6345,Manual,40955,Petrol,125,53.3,1.4
362, Mokka X,2018,10995,Manual,34434,Petrol,150,47.1,1.4
363, Adam,2017,8495,Manual,33000,Petrol,150,53.3,1.2
364, Corsa,2016,5695,Manual,34000,Petrol,30,55.4,1.4
365, Zafira,2017,11152,Manual,9527,Petrol,200,41.5,1.4
366, Astra,2016,8134,Manual,38778,Petrol,20,64.2,1.0
367, Grandland X,2019,16300,Manual,10,Petrol,145,44.1,1.2
368, Astra,2017,11300,Manual,9521,Petrol,145,51.4,1.4
369, GTC,2016,10000,Manual,27742,Diesel,30,65.7,1.6
370, Corsa,2015,6111,Manual,41939,Petrol,30,55.4,1.4
371, Astra,2018,10998,Manual,19506,Petrol,150,49.6,1.4
372, Astra,2015,6740,Manual,38652,Petrol,160,45.6,1.6
373, Astra,2015,11490,Manual,42000,Petrol,300,34.9,2.0
374, Astra,2018,12600,Manual,24566,Petrol,145,45.6,1.6
375, Crossland X,2017,11311,Manual,22660,Petrol,145,57.7,1.2
376, Agila,2012,5200,Automatic,32028,Petrol,145,49.6,1.2
377, Tigra,2006,1795,Manual,92000,Petrol,265,36.7,1.8
378, Grandland X,2019,16995,Manual,15180,Diesel,150,56.5,1.5
379, Astra,2019,12498,Manual,14179,Petrol,145,51.4,1.4
380, Astra,2019,11798,Manual,28764,Petrol,150,51.4,1.4
381, Astra,2018,9998,Manual,29634,Diesel,145,85.6,1.6
382, Astra,2016,7998,Manual,43642,Petrol,20,64.2,1.0
383, Mokka X,2019,14000,Manual,10924,Petrol,145,39.2,1.4
384, Astra,2017,9311,Manual,21500,Petrol,145,64.2,1.0
385, Mokka X,2018,12499,Manual,12472,Petrol,150,39.2,1.4
386, Combo Life,2019,13498,Manual,12545,Diesel,145,53.3,1.5
387, Corsa,2019,12991,Manual,3755,Petrol,145,43.5,1.4
388, Corsa,2014,4999,Manual,61742,Petrol,125,51.4,1.2
389, Zafira Tourer,2017,12500,Automatic,11460,Petrol,200,40.9,1.4
390, Corsa,2017,8499,Manual,9978,Petrol,145,55.4,1.4
391, Astra,2017,9150,Manual,31323,Petrol,125,51.4,1.4
392, Corsa,2019,9990,Manual,1821,Petrol,145,43.5,1.4
393, Mokka X,2017,12995,Semi-Auto,13500,Petrol,145,43.5,1.4
394, Mokka X,2019,13764,Semi-Auto,15502,Petrol,145,37.2,1.4
395, Crossland X,2018,12300,Manual,20819,Diesel,145,70.6,1.6
