,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
142, Touareg,2017,26200,Semi-Auto,16771,Diesel,145,42.8,3.0
143, Polo,2019,12400,Manual,3429,Petrol,145,48.7,1.0
144, Golf,2014,8995,Semi-Auto,66179,Diesel,30,62.8,2.0
145, Golf,2019,26950,Semi-Auto,5774,Petrol,145,37.7,2.0
146, Polo,2016,9699,Manual,27000,Petrol,20,60.1,1.2
147, Golf,2016,11995,Manual,35983,Diesel,0,74.3,1.6
148, CC,2015,9000,Manual,68345,Diesel,30,62.8,2.0
149, Polo,2016,10749,Automatic,39717,Petrol,20,60.1,1.2
150, Polo,2018,13999,Manual,15000,Petrol,150,51.4,1.0
151, Golf,2019,11490,Manual,16271,Petrol,145,49.6,1.0
152, Polo,2017,9798,Manual,17512,Petrol,20,60.1,1.0
153, Up,2019,9291,Manual,3445,Petrol,145,54.3,1.0
154, Tiguan,2017,23995,Manual,10763,Diesel,160,50.4,2.0
155, Up,2014,6200,Manual,10288,Petrol,20,62.8,1.0
156, Golf,2019,28725,Semi-Auto,5737,Petrol,145,32.8,2.0
157, T-Roc,2018,16870,Manual,13988,Petrol,150,55.4,1.0
158, Golf,2013,6434,Manual,43528,Diesel,30,62.8,1.6
159, Tiguan,2020,21998,Manual,15,Petrol,150,40.9,1.5
160, Up,2020,9641,Manual,3500,Petrol,145,54.3,1.0
161, Golf,2019,25495,Manual,4737,Petrol,145,37.2,2.0
162, Polo,2018,10700,Manual,15401,Petrol,145,48.7,1.0
163, Golf,2016,11450,Manual,24557,Diesel,0,74.3,1.6
164, Golf,2020,20500,Manual,1000,Petrol,145,47.1,1.5
165, Golf,2013,7191,Semi-Auto,86659,Petrol,30,56.5,1.4
166, Passat,2015,8998,Manual,76246,Diesel,20,70.6,1.6
167, T-Roc,2018,19995,Manual,29039,Petrol,150,53.3,1.5
168, Golf,2019,18491,Manual,7260,Petrol,145,46.3,1.5
169, T-Roc,2019,19817,Manual,2023,Diesel,145,50.4,1.6
170, Golf,2016,10840,Semi-Auto,60595,Diesel,20,58.9,1.6
171, Golf,2016,10500,Manual,95140,Diesel,30,58.9,2.0
172, T-Roc,2020,24250,Manual,2000,Diesel,145,50.4,1.6
173, Polo,2016,11498,Manual,29945,Petrol,20,61.4,1.4
174, CC,2016,10999,Semi-Auto,39416,Diesel,125,56.5,2.0
175, Tiguan,2018,21500,Automatic,10776,Diesel,150,57.6,2.0
176, Polo,2017,10000,Manual,45093,Petrol,150,60.1,1.2
177, Tiguan,2019,27400,Automatic,11992,Diesel,145,45.6,2.0
178, Sharan,2019,24490,Manual,3994,Petrol,145,35.3,1.4
179, Golf,2015,9850,Manual,39147,Petrol,30,53.3,1.4
180, Polo,2019,13000,Manual,5000,Petrol,145,48.7,1.0
181, Up,2016,7498,Manual,15443,Petrol,20,64.2,1.0
182, Polo,2017,11495,Manual,10169,Petrol,145,60.1,1.2
183, Polo,2017,9698,Manual,21136,Petrol,145,58.9,1.0
184, Polo,2019,15690,Semi-Auto,4000,Petrol,150,45.6,1.0
185, Polo,2019,14950,Manual,46,Diesel,145,57.7,1.6
186, T-Roc,2019,24990,Semi-Auto,5527,Diesel,145,49.6,2.0
187, Polo,2019,13289,Manual,15462,Petrol,150,48.7,1.0
188, Beetle,2016,14991,Manual,35916,Petrol,150,47.1,1.4
189, Polo,2020,15490,Manual,1348,Petrol,145,47.9,1.0
190, Arteon,2019,29995,Semi-Auto,5021,Diesel,145,44.1,2.0
191, Polo,2016,9290,Manual,47028,Petrol,20,60.1,1.2
192, Golf,2019,19985,Manual,337,Petrol,145,46.3,1.5
193, Golf,2015,17027,Manual,24110,Petrol,200,39.8,2.0
194, Polo,2016,10495,Manual,34413,Petrol,20,60.1,1.2
195, Golf,2018,13500,Manual,26605,Petrol,145,54.3,1.4
196, Golf,2016,12360,Manual,13570,Petrol,30,53.3,1.4
197, Polo,2018,11500,Manual,14739,Petrol,150,64.2,1.0
198, Tiguan,2019,31790,Automatic,10264,Diesel,145,39.2,2.0
199, Polo,2016,11495,Manual,18008,Petrol,20,60.1,1.2
200, Golf,2019,15495,Semi-Auto,18742,Diesel,145,54.3,1.6
201, Golf,2013,8495,Manual,51101,Petrol,125,53.3,1.4
202, Golf,2018,17151,Manual,15234,Petrol,145,55.4,1.5
203, Polo,2018,14450,Manual,17969,Petrol,150,62.8,1.0
204, Tiguan,2019,27950,Automatic,4649,Diesel,145,39.8,2.0
205, Tiguan,2019,22599,Manual,9903,Diesel,150,47.9,2.0
206, Touran,2019,20989,Manual,15245,Diesel,150,51.4,1.6
207, Polo,2016,9498,Manual,7157,Petrol,20,60.1,1.0
208, Touareg,2017,25985,Semi-Auto,26886,Diesel,150,42.8,3.0
209, Polo,2016,12990,Semi-Auto,50348,Petrol,125,50.4,1.8
210, Golf,2017,14790,Semi-Auto,79710,Diesel,30,62.8,2.0
211, Polo,2017,9495,Manual,21857,Petrol,20,60.1,1.0
212, Up,2017,6399,Manual,23252,Petrol,20,64.2,1.0
213, Arteon,2019,25225,Automatic,2411,Diesel,145,44.1,2.0
214, Golf SV,2019,17790,Manual,3834,Petrol,145,45.6,1.5
215, Polo,2019,12250,Manual,11703,Petrol,145,48.7,1.0
216, Polo,2017,9998,Manual,22785,Petrol,145,60.1,1.0
217, Golf,2019,29989,Automatic,6586,Petrol,150,32.8,2.0
218, Golf,2016,13000,Manual,2673,Petrol,30,53.3,1.4
219, T-Cross,2020,19450,Manual,2684,Petrol,150,48.7,1.0
220, Caddy Maxi Life,2014,11995,Manual,30393,Diesel,205,48.7,1.6
221, Golf,2017,17995,Semi-Auto,30739,Diesel,30,62.8,2.0
222, Polo,2016,9690,Manual,22358,Petrol,20,60.1,1.2
223, Tiguan,2018,26995,Semi-Auto,25700,Diesel,145,44.1,2.0
224, Polo,2019,11999,Manual,4336,Petrol,145,48.7,1.0
225, Arteon,2019,26498,Manual,50,Diesel,145,52.3,2.0
226, Tiguan,2019,33943,Manual,3129,Diesel,145,47.9,2.0
227, Golf,2019,20406,Semi-Auto,4512,Diesel,145,52.3,2.0
228, Golf SV,2018,16999,Automatic,8500,Petrol,145,55.4,1.5
229, T-Roc,2018,17495,Manual,23000,Petrol,145,55.4,1.0
230, Golf,2019,20290,Manual,1310,Petrol,145,50.4,1.5
231, Polo,2018,13691,Semi-Auto,17648,Petrol,150,45.6,1.0
232, T-Cross,2019,19995,Manual,1873,Diesel,145,53.3,1.6
233, Golf,2018,20392,Semi-Auto,27788,Diesel,145,57.7,2.0
234, Tiguan,2016,14995,Semi-Auto,43000,Diesel,160,49.6,2.0
235, Touareg,2017,21990,Semi-Auto,65150,Diesel,145,42.8,3.0
236, Polo,2017,10690,Manual,25012,Petrol,20,60.1,1.2
237, Polo,2016,7870,Manual,24441,Petrol,20,60.1,1.0
238, Golf,2017,13499,Semi-Auto,33456,Petrol,150,54.3,1.4
239, Golf,2019,22990,Semi-Auto,6761,Petrol,145,44.1,1.5
240, T-Roc,2020,34999,Automatic,2952,Petrol,150,32.5,2.0
241, Passat,2019,18490,Semi-Auto,8839,Diesel,145,53.3,2.0
242, Sharan,2017,14995,Semi-Auto,32203,Diesel,150,54.3,2.0
243, Golf,2019,16990,Manual,9461,Petrol,150,47.1,1.5
244, Polo,2017,10162,Manual,17049,Petrol,20,60.1,1.0
245, Golf,2013,10496,Manual,81780,Diesel,20,67.3,2.0
246, Tiguan,2017,16332,Manual,27575,Petrol,145,46.3,1.4
247, Up,2017,8950,Manual,26104,Petrol,20,64.2,1.0
248, Golf,2019,18880,Manual,2150,Petrol,145,49.6,1.5
249, Golf,2019,19295,Manual,3000,Petrol,145,47.1,1.5
250, Golf,2019,12500,Manual,15118,Petrol,145,49.6,1.0
251, Polo,2016,8298,Manual,28445,Petrol,20,60.1,1.0
252, Polo,2017,11990,Semi-Auto,14744,Petrol,20,60.1,1.2
253, Polo,2017,9999,Manual,5591,Petrol,20,60.1,1.0
254, Golf,2017,20100,Automatic,30700,Hybrid,135,166.2,1.4
255, Sharan,2019,29995,Semi-Auto,5019,Diesel,145,40.9,2.0
256, Scirocco,2015,10999,Manual,48870,Diesel,20,55.4,2.0
257, Golf,2017,13990,Manual,27078,Petrol,150,55.4,1.5
258, Tiguan,2014,9999,Manual,33284,Diesel,145,53.3,2.0
259, Polo,2014,8295,Manual,32386,Petrol,20,60.1,1.2
260, Golf,2019,21795,Manual,2369,Petrol,145,50.4,1.5
261, Tiguan,2016,19999,Manual,13723,Petrol,150,48.7,1.4
262, T-Roc,2020,20480,Manual,800,Petrol,145,44.1,1.0
263, Polo,2015,8699,Manual,23224,Petrol,20,60.1,1.0
264, Polo,2019,12699,Manual,13583,Petrol,145,52.3,1.0
265, Tiguan,2020,28990,Semi-Auto,3149,Diesel,145,46.3,2.0
266, Passat,2020,20998,Semi-Auto,15,Diesel,145,49.6,1.6
267, Polo,2020,15350,Manual,752,Petrol,145,48.7,1.0
268, Touran,2016,14999,Manual,28377,Diesel,30,61.4,1.6
269, Amarok,2019,28995,Automatic,10,Diesel,260,28.3,3.0
270, Passat,2019,22826,Manual,6033,Petrol,145,42.8,1.5
271, Caravelle,2020,50388,Automatic,5000,Diesel,145,34.0,2.0
272, T-Roc,2019,19950,Manual,2158,Diesel,145,50.4,1.6
273, Golf,2015,12300,Manual,40000,Petrol,30,58.9,1.4
274, T-Cross,2019,20725,Manual,350,Petrol,145,47.9,1.0
275, Polo,2017,10750,Manual,21437,Petrol,20,60.1,1.2
276, Golf,2015,13552,Semi-Auto,72753,Diesel,30,62.8,2.0
277, Polo,2018,10999,Manual,17150,Petrol,150,60.1,1.0
278, Up,2019,9490,Manual,3000,Petrol,145,54.3,1.0
279, Golf SV,2015,11290,Semi-Auto,32280,Diesel,125,65.7,2.0
280, Golf,2018,14401,Manual,23457,Petrol,150,54.3,1.4
281, Touran,2019,25290,Semi-Auto,9229,Petrol,145,38.7,1.5
282, Golf,2019,18990,Manual,2793,Petrol,145,50.4,1.5
283, Passat,2019,21000,Manual,6526,Petrol,145,45.6,1.5
284, CC,2016,10965,Manual,33017,Diesel,30,60.1,2.0
285, Polo,2016,8698,Manual,30557,Petrol,20,60.1,1.2
286, Golf,2020,19990,Manual,2500,Diesel,145,57.7,1.6
287, Golf,2017,20750,Semi-Auto,20487,Hybrid,135,166.2,1.4
288, Up,2014,5490,Manual,49562,Petrol,20,62.8,1.0
289, Passat,2020,20998,Semi-Auto,50,Diesel,145,49.6,1.6
290, Golf,2019,21990,Semi-Auto,3764,Petrol,145,43.5,1.5
291, Touareg,2014,17290,Semi-Auto,53288,Diesel,300,39.2,3.0
292, Beetle,2016,11462,Manual,18600,Petrol,125,51.4,1.2
293, Touran,2019,26495,Semi-Auto,4111,Petrol,145,38.7,1.5
294, Golf,2015,11899,Manual,32549,Diesel,20,68.9,2.0
295, Golf,2020,23999,Automatic,5000,Other,145,44.8,1.5
296, T-Cross,2019,19614,Manual,4788,Petrol,145,47.9,1.0
297, Tiguan,2015,16290,Semi-Auto,18984,Diesel,160,49.6,2.0
298, Polo,2013,7381,Manual,17638,Petrol,125,51.4,1.2
299, Touran,2017,19490,Manual,13058,Petrol,150,49.6,1.4
300, Polo,2019,15871,Semi-Auto,4085,Petrol,145,46.3,1.0
301, Tiguan,2017,17395,Manual,34799,Petrol,145,48.7,1.4
302, Polo,2016,9200,Manual,21816,Petrol,20,58.9,1.0
303, Polo,2016,10222,Manual,18587,Petrol,20,60.1,1.2
304, Shuttle,2018,21999,Manual,9289,Diesel,145,46.3,2.0
305, CC,2016,14302,Semi-Auto,13841,Petrol,200,39.2,1.8
306, Polo,2015,10000,Manual,27810,Petrol,20,60.1,1.2
307, Golf,2017,26000,Automatic,19304,Petrol,150,39.8,2.0
308, Golf,2016,15495,Manual,18203,Diesel,20,68.9,2.0
309, Golf,2016,14298,Manual,56507,Diesel,20,67.3,2.0
310, Scirocco,2017,14995,Manual,24784,Diesel,20,67.3,2.0
311, Golf,2016,11499,Semi-Auto,35792,Diesel,20,58.9,1.6
312, T-Roc,2018,22798,Semi-Auto,8690,Petrol,145,41.5,2.0
313, Polo,2018,12040,Manual,16178,Petrol,145,52.3,1.0
314, Golf,2020,22970,Automatic,4,Diesel,145,52.3,2.0
315, Passat,2019,16950,Manual,14500,Diesel,150,51.4,2.0
316, Golf,2016,16800,Manual,24712,Diesel,20,67.3,2.0
317, Up,2017,8701,Manual,13288,Petrol,145,64.2,1.0
318, Golf,2016,13299,Manual,36730,Diesel,20,68.9,2.0
319, Jetta,2014,9990,Automatic,28044,Diesel,145,53.3,2.0
320, Up,2017,7180,Manual,18916,Petrol,20,64.2,1.0
321, Golf,2019,22992,Manual,4875,Petrol,145,47.9,1.5
322, Up,2019,10600,Manual,2000,Petrol,145,54.3,1.0
323, Golf,2016,11995,Manual,38000,Petrol,30,53.3,1.4
324, Arteon,2019,26995,Semi-Auto,2936,Diesel,145,55.4,2.0
325, T-Roc,2018,22995,Semi-Auto,18023,Petrol,150,41.5,2.0
326, Sharan,2016,17381,Manual,20069,Diesel,125,56.5,2.0
327, Polo,2016,8200,Manual,42184,Petrol,20,60.1,1.2
328, Golf,2016,10470,Manual,83817,Diesel,20,68.9,2.0
329, Polo,2019,12990,Manual,5000,Petrol,145,52.3,1.0
330, Arteon,2019,20500,Automatic,8503,Petrol,145,40.4,1.5
331, Golf,2014,11998,Manual,72880,Diesel,20,67.3,2.0
332, Polo,2019,14240,Manual,1901,Petrol,145,48.7,1.0
333, Polo,2019,16995,Manual,4632,Petrol,145,49.6,1.0
334, Golf,2014,9699,Manual,32362,Petrol,30,53.3,1.4
335, Touareg,2017,26998,Semi-Auto,15546,Diesel,235,42.8,3.0
336, T-Roc,2018,16999,Manual,14058,Petrol,145,44.1,1.0
337, Golf,2019,18998,Manual,10,Diesel,145,55.4,1.6
338, Tiguan,2018,17295,Manual,30039,Diesel,150,58.9,2.0
339, Golf,2016,10444,Manual,32099,Diesel,0,74.3,1.6
340, Golf,2016,9799,Manual,49643,Diesel,0,74.3,1.6
341, Golf,2016,11442,Manual,40540,Diesel,0,74.3,1.6
342, Polo,2019,15495,Manual,542,Petrol,145,52.3,1.0
343, Golf,2016,10490,Manual,45110,Diesel,0,74.3,1.6
344, Tiguan,2017,15995,Manual,29779,Diesel,145,60.1,2.0
345, Golf,2016,13998,Manual,21289,Diesel,20,68.9,2.0
346, Golf,2017,16500,Semi-Auto,18939,Petrol,20,60.1,1.4
347, Polo,2017,9499,Manual,14679,Petrol,145,58.9,1.0
348, Polo,2016,8760,Manual,30000,Petrol,20,58.9,1.0
349, Golf,2016,9500,Automatic,63760,Diesel,20,58.9,1.6
350, Polo,2015,10800,Manual,11580,Petrol,20,58.9,1.2
351, Polo,2019,20272,Semi-Auto,5000,Petrol,145,39.8,2.0
352, Up,2019,8995,Manual,3412,Petrol,145,54.3,1.0
353, Polo,2017,11490,Manual,14629,Petrol,150,60.1,1.2
354, Golf,2018,14790,Manual,16849,Petrol,145,49.6,1.0
355, Golf,2015,10480,Semi-Auto,26314,Diesel,20,67.3,1.6
356, Polo,2015,9790,Manual,27099,Petrol,20,60.1,1.2
357, Tiguan,2016,17299,Manual,25638,Diesel,160,50.4,2.0
358, Golf,2020,23990,Manual,10,Petrol,145,49.6,1.5
359, Amarok,2019,31350,Automatic,3997,Diesel,260,33.6,3.0
360, T-Roc,2018,19290,Manual,2750,Petrol,145,53.3,1.5
361, Golf,2020,19995,Manual,500,Petrol,145,46.3,1.5
362, Passat,2016,13495,Manual,36694,Diesel,20,67.3,1.6
363, Golf,2019,12950,Manual,15109,Diesel,150,57.7,1.6
364, Tiguan,2019,30990,Manual,4532,Diesel,145,42.8,2.0
365, Passat,2019,18490,Automatic,16318,Petrol,150,40.4,1.5
366, Scirocco,2015,14295,Semi-Auto,35845,Diesel,125,53.3,2.0
367, Polo,2017,10495,Manual,18744,Petrol,145,60.1,1.0
368, Sharan,2019,21450,Semi-Auto,13461,Diesel,145,42.2,2.0
369, Polo,2018,10995,Manual,5407,Petrol,145,60.1,1.0
370, Up,2019,8980,Manual,5400,Petrol,145,54.3,1.0
371, Golf,2019,26750,Automatic,13602,Petrol,145,32.8,2.0
372, T-Roc,2019,20999,Manual,10041,Diesel,150,50.4,1.6
373, Golf,2017,19999,Manual,21706,Petrol,150,47.1,2.0
374, Tiguan,2017,17441,Manual,23400,Petrol,150,48.7,1.4
375, Tiguan,2015,11495,Manual,58366,Diesel,150,53.3,2.0
376, T-Roc,2018,18900,Manual,22930,Petrol,145,53.3,1.5
377, Golf,2019,19995,Manual,4044,Petrol,145,45.6,1.5
378, Polo,2013,7495,Manual,44093,Petrol,125,51.4,1.2
379, Shuttle,2018,19998,Manual,15694,Diesel,150,47.1,2.0
380, Golf,2016,22290,Semi-Auto,28421,Petrol,205,39.8,2.0
381, Golf,2015,12695,Manual,59250,Diesel,20,67.3,2.0
382, Up,2014,4498,Manual,55115,Petrol,20,62.8,1.0
383, Golf,2017,21995,Semi-Auto,23751,Petrol,200,39.8,2.0
384, Golf,2009,3695,Manual,78841,Petrol,235,39.8,1.6
385, Golf SV,2015,12000,Manual,26000,Diesel,0,72.4,1.6
386, Polo,2019,15690,Semi-Auto,4000,Petrol,150,45.6,1.0
387, Polo,2016,9052,Manual,38000,Petrol,20,60.1,1.2
388, T-Roc,2019,33785,Semi-Auto,2500,Petrol,145,32.5,2.0
389, Passat,2019,14990,Manual,16482,Diesel,145,53.3,2.0
390, Golf,2015,14750,Manual,26650,Petrol,145,47.1,2.0
391, Golf,2015,12090,Manual,67239,Diesel,20,67.3,2.0
