,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
59, Grand C-MAX,2017,11495,Semi-Auto,22500,Diesel,30,58.9,1.5
60, Fiesta,2017,8591,Manual,19295,Petrol,145,64.2,1.1
61, EcoSport,2018,16699,Semi-Auto,5266,Petrol,145,48.7,1.0
62, Fiesta,2018,10698,Manual,7541,Petrol,145,55.4,1.1
63, Fiesta,2019,16991,Semi-Auto,2890,Petrol,150,48.7,1.0
64, Fusion,2005,2095,Manual,31000,Petrol,200,41.5,1.4
65, Fiesta,2018,10600,Manual,14861,Diesel,145,88.3,1.5
66, Focus,2015,10200,Manual,66486,Diesel,20,67.3,2.0
67, EcoSport,2017,9951,Manual,15000,Petrol,150,52.3,0.0
68, Fiesta,2016,7398,Manual,35180,Petrol,125,54.3,1.2
69, EcoSport,2017,10000,Manual,24891,Petrol,125,52.3,1.0
70, Fiesta,2018,10995,Manual,17135,Petrol,145,65.7,1.0
71, Fiesta,2019,16350,Semi-Auto,9132,Petrol,150,48.7,1.0
72, Focus,2015,6990,Manual,72160,Petrol,20,60.1,1.0
73, Focus,2016,11200,Manual,38635,Petrol,0,74.3,1.5
74, C-MAX,2016,10277,Automatic,16179,Diesel,20,64.2,1.5
75, Fiesta,2017,8499,Manual,14988,Petrol,150,64.2,1.1
76, Fiesta,2017,9700,Manual,13449,Petrol,145,65.7,1.0
77, Fiesta,2016,9000,Manual,23209,Petrol,0,65.7,1.0
78, Fiesta,2018,9617,Manual,37564,Petrol,145,56.5,1.0
79, Mondeo,2020,22000,Manual,10,Diesel,145,65.7,2.0
80, Mondeo,2017,14998,Manual,23167,Petrol,145,48.7,1.5
81, Focus,2019,19490,Manual,500,Petrol,145,47.9,1.0
82, Ka+,2019,8991,Manual,14286,Petrol,150,47.9,1.2
83, Fiesta,2014,7299,Manual,57982,Petrol,0,65.7,1.0
84, Focus,2018,12020,Manual,10020,Petrol,145,60.1,1.0
85, Fiesta,2016,7999,Manual,21875,Petrol,125,54.3,1.2
86, Focus,2016,10600,Manual,22430,Petrol,20,60.1,1.0
87, KA,2015,5995,Manual,26333,Petrol,30,57.7,1.2
88, Focus,2017,11900,Manual,9574,Petrol,20,60.1,1.0
89, Kuga,2017,17500,Manual,15628,Diesel,145,60.1,2.0
90, Focus,2019,18990,Manual,8197,Petrol,145,49.6,1.0
91, EcoSport,2018,11489,Manual,2922,Diesel,145,64.2,1.5
92, Kuga,2017,13950,Manual,24425,Diesel,145,64.2,1.5
93, Focus,2019,24999,Manual,6746,Petrol,145,34.5,2.3
94, Mondeo,2016,9990,Manual,60639,Diesel,30,64.2,2.0
95, Kuga,2018,18399,Manual,3326,Diesel,145,47.9,2.0
96, Fiesta,2012,4500,Manual,74731,Petrol,150,48.7,1.4
97, Mondeo,2016,11699,Automatic,79319,Diesel,125,57.7,2.0
98, Focus,2016,8999,Manual,18086,Petrol,20,60.1,1.0
99, Focus,2010,3000,Manual,81124,Diesel,200,47.9,2.0
100, Fiesta,2015,10950,Manual,21712,Petrol,150,47.9,1.6
101, Focus,2019,18999,Automatic,4146,Petrol,145,47.9,1.5
102, Focus,2013,5850,Manual,66020,Diesel,20,67.3,1.6
103, Fiesta,2017,10000,Manual,31119,Petrol,150,65.7,1.0
104, Fiesta,2018,13791,Manual,11106,Petrol,150,58.9,1.0
105, EcoSport,2017,10650,Manual,24178,Petrol,145,52.3,1.0
106, Fiesta,2018,10860,Manual,10510,Petrol,150,65.7,1.0
107, Focus,2019,14750,Manual,10963,Petrol,150,58.9,1.0
108, Kuga,2016,10499,Manual,51000,Diesel,30,64.2,1.5
109, Fiesta,2019,16699,Semi-Auto,7147,Petrol,145,48.7,1.0
110, EcoSport,2016,8499,Manual,31530,Petrol,125,53.3,1.0
111, Fiesta,2018,11000,Manual,16104,Petrol,145,65.7,1.0
112, Focus,2018,16000,Manual,124,Petrol,145,60.1,1.0
113, Fiesta,2019,12495,Manual,5502,Petrol,150,58.9,1.0
114, Fiesta,2014,8810,Semi-Auto,23858,Petrol,0,57.7,1.0
115, Fiesta,2016,7290,Manual,54184,Diesel,0,88.3,1.5
116, Fiesta,2017,10000,Manual,21933,Petrol,145,62.8,1.0
117, Focus,2019,29495,Manual,4430,Petrol,145,34.5,2.3
118, Focus,2018,15250,Manual,21500,Diesel,145,74.3,1.5
119, Fiesta,2014,7495,Manual,29840,Diesel,0,76.4,1.5
120, Focus,2015,9499,Manual,25000,Petrol,20,60.1,1.0
121, Focus,2017,10000,Manual,30000,Diesel,0,74.3,1.5
122, Fiesta,2015,7489,Manual,51950,Petrol,20,62.8,1.0
123, Fiesta,2018,9741,Manual,8647,Petrol,150,55.4,1.1
124, Fiesta,2018,10999,Manual,7444,Petrol,145,55.4,1.1
125, KA,2015,4800,Manual,30938,Petrol,30,57.7,1.2
126, EcoSport,2017,9995,Manual,18143,Petrol,125,53.3,1.0
127, C-MAX,2016,11290,Manual,25000,Petrol,30,55.4,1.0
128, C-MAX,2019,14299,Manual,5759,Petrol,145,48.7,1.0
129, Fiesta,2019,14287,Manual,10013,Petrol,145,58.9,1.0
130, Fiesta,2014,7798,Manual,15412,Petrol,0,65.7,1.0
131, Focus,2019,18995,Manual,4710,Petrol,145,49.6,1.0
132, Galaxy,2018,18000,Manual,31961,Diesel,145,56.5,2.0
133, Fiesta,2018,10250,Manual,5220,Petrol,145,64.2,1.1
134, Fiesta,2008,694,Manual,82020,Petrol,145,47.1,1.2
135, Fiesta,2017,5995,Manual,52075,Petrol,125,54.3,1.2
136, Fiesta,2013,6080,Manual,50083,Petrol,0,65.7,1.0
137, Galaxy,2017,18170,Manual,27203,Diesel,125,56.5,2.0
138, Fiesta,2019,11489,Manual,7199,Petrol,150,58.9,1.0
139, C-MAX,2016,8599,Manual,22517,Diesel,20,68.9,1.5
140, Focus,2019,14450,Manual,7952,Petrol,145,58.9,1.0
141, Focus,2017,10997,Manual,18980,Petrol,145,61.4,1.0
142, Fiesta,2016,8344,Manual,19648,Petrol,0,65.7,1.0
143, Focus,2017,10990,Manual,22000,Petrol,145,60.1,1.0
144, Grand C-MAX,2017,10500,Manual,17121,Diesel,30,64.2,1.5
145, Galaxy,2014,11950,Manual,44314,Diesel,150,49.6,2.0
146, Galaxy,2016,21499,Manual,6906,Diesel,125,56.5,2.0
147, Focus,2013,4995,Manual,74015,Diesel,20,67.3,1.6
148, Fiesta,2018,11200,Manual,14300,Petrol,145,65.7,1.0
149, Tourneo Connect,2017,12998,Manual,5094,Diesel,145,64.2,1.5
150, Kuga,2019,18995,Semi-Auto,4274,Diesel,145,37.2,2.0
151, Fiesta,2019,17250,Manual,13200,Petrol,150,40.3,1.5
152, Kuga,2019,19599,Manual,4297,Diesel,145,47.9,2.0
153, B-MAX,2017,10200,Manual,17363,Petrol,30,57.7,1.0
154, Focus,2019,15340,Manual,7602,Petrol,145,60.1,1.0
155, Fiesta,2017,9500,Manual,14752,Petrol,145,65.7,1.0
156, C-MAX,2016,10498,Semi-Auto,25356,Diesel,20,64.2,1.5
157, C-MAX,2014,9250,Manual,29199,Petrol,160,44.1,1.6
158, Fiesta,2017,8995,Manual,31559,Petrol,145,65.7,1.0
159, Kuga,2017,17999,Semi-Auto,16202,Diesel,145,58.9,1.5
160, Fiesta,2018,11250,Manual,13859,Petrol,145,65.7,1.0
161, Fiesta,2018,14497,Manual,16601,Petrol,145,60.1,1.0
162, Fiesta,2013,6850,Manual,44000,Petrol,30,54.3,1.2
163, Fiesta,2018,15495,Manual,7511,Petrol,145,58.9,1.0
164, Galaxy,2016,14900,Automatic,66015,Diesel,150,52.3,2.0
165, Kuga,2019,18000,Manual,7698,Diesel,150,38.2,2.0
166, Fiesta,2018,10300,Manual,27516,Petrol,145,65.7,1.0
167, Tourneo Connect,2019,17000,Manual,12815,Diesel,145,48.7,1.5
168, C-MAX,2017,10489,Manual,26445,Diesel,20,68.9,1.5
169, Focus,2019,16799,Manual,4660,Petrol,145,60.1,1.0
170, Fiesta,2008,2695,Manual,78500,Petrol,145,47.1,1.2
171, KA,2014,4490,Manual,31423,Petrol,30,57.7,1.2
172, Fiesta,2019,13120,Manual,5166,Petrol,145,58.9,1.0
173, Focus,2017,11768,Manual,15375,Petrol,145,57.7,1.0
174, EcoSport,2017,9400,Manual,11653,Petrol,160,44.8,1.5
175, Kuga,2019,17500,Manual,28957,Diesel,145,47.9,2.0
176, Kuga,2019,25925,Manual,878,Petrol,145,39.2,1.5
177, Fiesta,2009,4995,Automatic,39000,Petrol,200,43.4,1.4
178, Fiesta,2015,9299,Semi-Auto,15718,Petrol,145,47.9,1.6
179, EcoSport,2017,9795,Manual,42469,Petrol,145,64.2,1.5
180, Focus,2018,13491,Manual,15919,Petrol,145,57.7,1.0
181, Fiesta,2020,15299,Manual,68,Petrol,145,58.9,1.0
182, Focus,2018,12800,Manual,6945,Petrol,150,60.1,1.0
183, Focus,2017,9699,Manual,47843,Petrol,145,60.1,1.0
184, Focus,2017,9989,Manual,31856,Petrol,145,60.1,1.0
185, EcoSport,2019,15150,Manual,48,Petrol,145,53.3,1.0
186, Fiesta,2018,16450,Automatic,5602,Petrol,145,48.7,1.0
187, Focus,2019,18020,Automatic,4084,Diesel,145,53.3,1.5
188, Fiesta,2017,11495,Manual,20050,Petrol,145,47.9,1.6
189, Kuga,2017,14990,Manual,31598,Diesel,150,60.1,2.0
190, Kuga,2018,22500,Automatic,717,Petrol,145,31.0,1.5
191, Fiesta,2017,9300,Manual,9918,Petrol,0,65.7,1.0
192, KA,2008,795,Manual,76000,Petrol,205,43.5,1.3
193, Focus,2019,17480,Manual,3314,Petrol,145,60.1,1.0
194, Focus,2018,18700,Manual,16952,Diesel,145,67.3,2.0
195, Fiesta,2013,5295,Manual,70296,Diesel,0,76.4,1.5
196, KA,2016,5495,Manual,22280,Petrol,30,57.7,1.2
197, Focus,2016,15387,Manual,20076,Petrol,200,41.5,2.0
198, Focus,2019,17500,Manual,2112,Petrol,145,60.1,1.0
199, Fiesta,2011,4495,Manual,62000,Petrol,150,48.7,1.4
200, Fiesta,2017,9999,Manual,23819,Petrol,0,65.7,1.0
201, Fiesta,2017,8991,Manual,18561,Petrol,145,54.3,1.2
202, Kuga,2017,14400,Manual,21503,Diesel,145,54.3,2.0
203, Focus,2017,11080,Semi-Auto,14681,Petrol,125,51.4,1.0
204, Fiesta,2016,8491,Manual,19389,Petrol,125,54.3,1.2
205, Fiesta,2018,10000,Manual,27843,Petrol,145,65.7,1.0
206, Fiesta,2016,12000,Automatic,18323,Petrol,0,57.7,1.0
207, B-MAX,2017,10798,Manual,13167,Petrol,30,55.4,1.0
208, C-MAX,2016,8489,Manual,36820,Diesel,20,68.9,1.5
209, Focus,2017,10995,Manual,22511,Petrol,145,60.1,1.0
210, Mondeo,2018,15998,Automatic,23872,Petrol,145,43.5,1.5
211, Focus,2017,18490,Manual,14457,Diesel,145,67.3,2.0
212, EcoSport,2016,10505,Semi-Auto,23839,Petrol,160,44.8,1.5
213, Focus,2017,11595,Manual,25392,Petrol,145,60.1,1.0
214, Fiesta,2018,10100,Manual,25410,Petrol,145,56.5,1.0
215, Fiesta,2013,4790,Manual,74128,Petrol,0,65.7,1.0
216, Grand Tourneo Connect,2015,13200,Automatic,14079,Diesel,125,56.6,1.5
217, Fiesta,2014,5979,Manual,70071,Petrol,0,65.7,1.0
218, Fiesta,2008,4490,Manual,56000,Petrol,145,49.6,1.4
219, Fiesta,2018,11000,Manual,4399,Petrol,145,64.2,1.1
220, S-MAX,2017,18000,Manual,32493,Diesel,145,56.5,2.0
221, Kuga,2016,16200,Manual,25753,Diesel,145,54.3,2.0
222, Edge,2017,20498,Manual,29326,Diesel,200,47.9,2.0
223, Focus,2017,11253,Manual,9793,Petrol,145,61.4,1.0
224, Focus,2019,18495,Manual,6500,Diesel,150,80.7,1.5
225, KA,2015,4950,Manual,12864,Petrol,30,57.7,1.2
226, Mustang,2018,32000,Automatic,5000,Petrol,145,23.5,5.0
227, Fiesta,2019,13995,Manual,4533,Petrol,145,56.5,1.0
228, Mondeo,2016,9500,Manual,78000,Diesel,0,78.5,1.5
229, Focus,2016,8999,Manual,65920,Diesel,0,74.3,1.5
230, B-MAX,2018,9900,Manual,9621,Diesel,145,74.3,1.5
231, C-MAX,2016,10290,Manual,34000,Diesel,20,68.9,1.5
232, Fiesta,2019,12500,Manual,11500,Petrol,145,58.9,1.0
233, Focus,2019,16990,Manual,10194,Petrol,150,58.9,1.0
234, Focus,2018,17990,Manual,7519,Petrol,145,41.5,2.0
235, Fiesta,2017,9299,Manual,20556,Petrol,145,65.7,1.0
236, Fiesta,2015,6999,Manual,28861,Petrol,30,54.3,1.2
237, Fiesta,2018,11810,Manual,6013,Petrol,145,58.9,1.0
238, Fiesta,2016,9298,Manual,18502,Petrol,0,65.7,1.0
239, Fiesta,2018,13495,Manual,6019,Petrol,145,65.7,1.0
240, Fiesta,2020,16000,Automatic,500,Petrol,145,48.7,1.0
241, Focus,2018,10500,Manual,28879,Petrol,145,60.1,1.0
242, Kuga,2019,20000,Manual,6329,Petrol,150,35.3,1.5
243, Grand C-MAX,2018,13999,Manual,12135,Petrol,145,47.1,1.0
244, C-MAX,2017,11000,Manual,6466,Diesel,145,68.9,1.5
245, KA,2018,9000,Manual,10437,Petrol,150,57.7,1.2
246, Focus,2017,16500,Manual,18549,Petrol,200,41.5,2.0
247, Focus,2017,11700,Manual,26807,Petrol,145,60.1,1.0
248, EcoSport,2017,9599,Manual,23319,Diesel,30,64.2,1.5
249, Kuga,2017,14799,Manual,17339,Diesel,145,64.2,1.5
250, Focus,2017,9650,Manual,27000,Petrol,150,61.4,1.0
251, Focus,2017,10989,Manual,20000,Petrol,150,60.1,1.0
252, Fiesta,2017,11000,Semi-Auto,13305,Petrol,150,57.7,1.0
253, Fiesta,2019,16610,Manual,7128,Petrol,145,55.4,1.0
254, Grand C-MAX,2016,10799,Manual,12249,Diesel,30,64.2,1.5
255, Escort,1996,3000,Manual,50000,Petrol,265,34.4,1.8
256, Fiesta,2018,11500,Manual,12930,Petrol,145,56.5,1.0
257, Edge,2016,14998,Manual,77137,Diesel,160,48.7,2.0
258, Fiesta,2019,16790,Manual,8950,Petrol,145,40.3,1.5
259, Fiesta,2017,7390,Manual,28500,Petrol,150,54.3,1.3
260, Fiesta,2018,13321,Manual,8701,Petrol,145,62.8,1.0
261, Fiesta,2017,7510,Manual,21103,Petrol,125,54.3,1.2
262, Fiesta,2014,8300,Manual,23777,Petrol,0,65.7,1.0
263, Fiesta,2018,10499,Manual,9377,Petrol,145,64.2,1.1
264, Fiesta,2013,8323,Manual,23440,Petrol,0,65.7,1.0
265, Fiesta,2016,8999,Automatic,16213,Petrol,0,57.7,1.0
266, Fiesta,2007,1400,Manual,63000,Petrol,145,47.1,1.2
267, B-MAX,2013,6000,Manual,58381,Petrol,150,47.1,1.4
268, Focus,2017,10671,Manual,36013,Diesel,145,74.3,1.5
269, Kuga,2013,8698,Manual,62637,Diesel,145,53.3,2.0
270, Fiesta,2017,8790,Manual,19047,Petrol,0,65.7,1.0
271, EcoSport,2017,9949,Manual,23000,Petrol,125,53.3,1.0
272, Fiesta,2016,10399,Manual,13475,Diesel,0,78.5,1.5
273, Focus,2019,17495,Manual,6370,Petrol,145,58.9,1.0
274, Mondeo,2019,19500,Manual,53,Diesel,145,65.7,2.0
275, Edge,2016,20595,Semi-Auto,28860,Diesel,200,47.9,2.0
276, C-MAX,2019,14500,Automatic,4310,Petrol,145,37.2,1.5
277, Focus,2019,15490,Manual,7885,Diesel,145,74.3,1.5
278, Focus,2017,12990,Manual,4883,Petrol,20,60.1,1.0
279, S-MAX,2017,17999,Manual,16018,Diesel,145,56.5,2.0
280, Fiesta,2018,9500,Manual,27461,Petrol,145,64.2,1.1
281, Fiesta,2018,9997,Manual,20670,Petrol,145,65.7,1.0
282, Fiesta,2018,11489,Manual,18377,Petrol,150,65.7,1.0
283, Kuga,2015,12434,Automatic,30970,Diesel,150,52.3,2.0
284, Tourneo Connect,2015,11495,Automatic,15518,Petrol,260,35.3,1.6
285, B-MAX,2014,6990,Semi-Auto,23521,Petrol,160,44.1,1.6
286, Kuga,2017,16500,Manual,20000,Diesel,145,60.1,2.0
287, Focus,2018,14495,Manual,16210,Diesel,145,80.7,1.5
288, Kuga,2019,20100,Manual,8525,Petrol,145,35.3,1.5
289, Focus,2017,11695,Manual,21502,Diesel,145,74.3,1.5
290, Focus,2019,18250,Automatic,4261,Petrol,150,48.7,1.0
291, Focus,2016,12792,Manual,29229,Diesel,20,67.3,2.0
292, Fiesta,2017,7798,Manual,32039,Petrol,125,54.3,1.2
293, Focus,2015,7998,Manual,61904,Diesel,0,74.3,1.5
294, C-MAX,2014,6662,Manual,30918,Diesel,30,61.4,1.6
295, EcoSport,2017,8500,Manual,27400,Petrol,150,53.3,1.0
296, Kuga,2019,21700,Manual,18612,Diesel,145,47.9,2.0
297, Focus,2016,9000,Manual,44317,Diesel,0,74.3,1.5
298, Kuga,2017,12597,Manual,30574,Diesel,145,54.3,2.0
299, Focus,2019,14991,Manual,13712,Petrol,145,58.9,1.0
300, Kuga,2017,13500,Manual,27500,Diesel,145,64.2,1.5
301, Edge,2017,23499,Automatic,23318,Diesel,145,48.7,2.0
302, Focus,2019,16500,Manual,5400,Petrol,150,58.9,1.0
303, Focus,2017,16998,Manual,45854,Petrol,150,41.5,2.0
304, Fiesta,2018,11600,Manual,4450,Petrol,150,65.7,1.0
305, Focus,2019,15895,Manual,6652,Petrol,145,49.6,1.0
306, Fiesta,2018,12998,Manual,9901,Petrol,150,65.7,1.0
307, Grand C-MAX,2017,10830,Automatic,14420,Diesel,30,58.9,1.5
308, Fiesta,2018,14995,Automatic,15000,Petrol,145,48.7,1.0
309, Fiesta,2017,8498,Manual,21632,Petrol,145,54.3,1.2
310, Focus,2018,12000,Manual,10250,Petrol,150,60.1,1.0
311, EcoSport,2018,13997,Manual,22084,Petrol,145,54.3,1.0
312, Fiesta,2018,9100,Manual,55717,Diesel,145,88.3,1.5
313, Kuga,2015,9295,Manual,88650,Diesel,125,60.1,2.0
314, Fiesta,2018,12300,Automatic,31372,Petrol,145,54.3,1.0
315, Kuga,2016,15290,Manual,15893,Diesel,125,60.1,2.0
316, Focus,2008,2375,Manual,89000,Petrol,205,42.2,1.6
317, Fiesta,2018,10991,Manual,19277,Petrol,145,56.5,1.0
318, Fiesta,2017,8980,Manual,29674,Petrol,0,65.7,1.0
319, Focus,2014,7795,Manual,55202,Diesel,125,56.5,2.0
320, Ka+,2018,8500,Manual,7301,Petrol,145,57.7,1.2
321, Ka+,2018,7410,Manual,27000,Petrol,150,57.7,1.2
322, Fiesta,2018,10799,Manual,28297,Petrol,145,62.8,1.0
323, Fiesta,2018,10700,Manual,9575,Petrol,145,64.2,1.1
324, Mondeo,2019,22899,Automatic,4665,Hybrid,135,47.1,2.0
325, Focus,2012,4699,Manual,67226,Petrol,30,56.5,1.0
326, Fiesta,2017,10498,Manual,19130,Petrol,150,65.7,1.0
327, Fiesta,2017,8792,Manual,19502,Petrol,150,65.7,1.0
328, Fiesta,2017,10200,Manual,9900,Petrol,145,65.7,1.0
329, Focus,2017,12998,Manual,7095,Petrol,125,51.4,1.5
330, Fiesta,2013,9270,Manual,31368,Petrol,145,47.9,1.6
331, Ka+,2018,8037,Manual,4101,Petrol,145,57.7,1.2
332, Fiesta,2017,8090,Manual,13048,Petrol,125,54.3,1.2
333, Fiesta,2017,8499,Manual,18227,Petrol,0,65.7,1.0
334, Mondeo,2015,6491,Manual,68535,Diesel,0,78.5,1.6
335, Fiesta,2017,12750,Semi-Auto,12687,Petrol,145,54.3,1.0
336, Fiesta,2016,8800,Manual,30612,Petrol,0,65.7,1.0
337, Kuga,2019,16995,Manual,13255,Diesel,145,47.9,2.0
338, Focus,2019,16000,Manual,5000,Petrol,150,58.9,1.0
339, Fiesta,2018,10497,Manual,15968,Petrol,145,64.2,1.1
340, Focus,2015,8250,Manual,64734,Diesel,0,74.3,1.5
341, Focus,2017,11998,Manual,10474,Diesel,0,74.3,1.5
342, Fiesta,2017,9800,Manual,14522,Petrol,145,64.2,1.1
343, Focus,2017,18698,Manual,14087,Petrol,200,41.5,2.0
344, Focus,2018,19000,Manual,11923,Petrol,145,41.5,2.0
345, C-MAX,2016,8498,Manual,47835,Diesel,20,68.9,1.5
346, EcoSport,2017,11500,Automatic,11016,Petrol,160,44.8,1.5
347, Kuga,2019,19610,Manual,9863,Diesel,145,47.9,2.0
348, Mondeo,2015,6793,Manual,138000,Diesel,20,68.9,2.0
349, Fiesta,2017,9520,Manual,20670,Petrol,145,65.7,1.0
350, Focus,2017,12295,Manual,22327,Petrol,145,51.4,1.5
351, Focus,2016,10499,Manual,14808,Diesel,0,74.3,1.5
352, Fiesta,2018,10997,Manual,8389,Petrol,145,65.7,1.0
353, C-MAX,2017,10530,Manual,11233,Petrol,30,55.4,1.0
354, Kuga,2017,12700,Manual,16284,Petrol,160,45.6,1.5
355, Fiesta,2016,7580,Manual,33056,Petrol,125,54.3,1.2
356, Focus,2017,10700,Manual,18483,Petrol,20,60.1,1.0
357, Ka+,2018,7995,Manual,8525,Petrol,145,57.7,1.2
358, Focus,2019,20993,Manual,1813,Petrol,145,49.6,1.0
359, Fiesta,2017,9795,Manual,12302,Petrol,0,65.7,1.0
360, Fiesta,2014,7490,Manual,26611,Petrol,0,65.7,1.0
361, Focus,2015,6730,Manual,78164,Diesel,20,67.3,1.6
362, S-MAX,2016,19544,Automatic,18920,Petrol,260,35.8,2.0
363, Focus,2017,11498,Manual,9148,Petrol,145,61.4,1.0
364, Fiesta,2016,9798,Manual,23271,Petrol,20,62.8,1.0
365, Fiesta,2018,12927,Manual,5829,Petrol,145,58.9,1.0
366, Fiesta,2019,14495,Manual,1100,Petrol,145,58.9,1.0
367, Fiesta,2016,8000,Manual,40000,Petrol,0,65.7,1.0
368, Ka+,2018,7800,Manual,2961,Petrol,145,57.7,1.2
369, C-MAX,2017,8998,Manual,46400,Diesel,20,68.9,1.5
370, Kuga,2019,19400,Manual,9154,Petrol,145,39.2,1.5
371, Ka+,2018,8990,Manual,5000,Petrol,145,47.9,1.2
372, Kuga,2018,20795,Manual,13425,Diesel,145,39.2,2.0
373, Focus,2017,14971,Manual,23779,Diesel,20,67.3,2.0
374, Fiesta,2016,11750,Manual,22000,Petrol,145,47.9,1.6
375, EcoSport,2017,9345,Manual,31468,Petrol,125,53.3,1.0
376, S-MAX,2016,16698,Manual,29582,Diesel,125,56.5,2.0
377, Fiesta,2018,10000,Manual,4352,Petrol,145,64.2,1.1
378, Focus,2018,13498,Manual,10150,Petrol,145,58.9,1.0
379, Mustang,2018,28489,Manual,15744,Petrol,150,20.9,5.0
380, EcoSport,2017,8891,Manual,19123,Petrol,145,44.8,1.5
381, Kuga,2017,15750,Manual,26323,Diesel,145,54.3,2.0
382, Edge,2019,29999,Semi-Auto,16192,Diesel,145,37.2,2.0
383, Focus,2018,10998,Manual,21456,Petrol,150,60.1,1.0
384, B-MAX,2013,6250,Automatic,25000,Petrol,160,44.1,1.6
385, Mondeo,2017,10895,Manual,37159,Diesel,20,68.9,2.0
386, B-MAX,2016,9189,Manual,12444,Diesel,0,74.4,1.5
387, EcoSport,2018,12995,Manual,12954,Petrol,145,54.3,1.0
388, Mondeo,2014,7495,Manual,82000,Diesel,30,62.8,2.0
389, Fiesta,2019,15550,Manual,7559,Petrol,145,55.4,1.0
390, Kuga,2015,12960,Manual,41392,Petrol,160,45.6,1.5
