,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
132, Yaris,2020,14991,Manual,3836,Petrol,150,47.9,1.5
133, Yaris,2014,9998,Automatic,18880,Hybrid,0,86.0,1.5
134, Aygo,2017,7498,Manual,22558,Petrol,150,68.9,1.0
135, Yaris,2019,11491,Manual,4228,Petrol,140,47.9,1.5
136, Yaris,2019,11992,Manual,5395,Petrol,145,47.9,1.5
137, Aygo,2017,9498,Semi-Auto,10160,Petrol,145,67.3,1.0
138, Aygo,2018,7700,Manual,13683,Petrol,145,69.0,1.0
139, Yaris,2015,9995,Automatic,27966,Hybrid,0,86.0,1.5
140, RAV4,2017,15574,Manual,32837,Diesel,145,60.1,2.0
141, Aygo,2016,6498,Manual,25065,Petrol,0,69.0,1.0
142, Yaris,2019,13490,Manual,4835,Petrol,145,47.9,1.5
143, Aygo,2019,9460,Manual,6611,Petrol,145,56.5,1.0
144, Land Cruiser,2019,48995,Automatic,789,Diesel,145,30.1,2.8
145, Aygo,2014,5395,Manual,29000,Petrol,0,69.0,1.0
146, Aygo,2019,9490,Manual,1614,Petrol,145,56.5,1.0
147, Aygo,2018,9295,Automatic,6406,Petrol,145,56.5,1.0
148, Aygo,2017,9495,Manual,20000,Petrol,0,68.9,1.0
149, Yaris,2018,13999,Automatic,5000,Hybrid,135,76.3,1.5
150, Yaris,2019,12054,Manual,2732,Petrol,145,47.9,1.5
151, Aygo,2016,7499,Manual,18695,Petrol,0,69.0,1.0
152, Auris,2011,9995,Automatic,11850,Hybrid,0,70.6,1.8
153, RAV4,2016,20495,Automatic,41060,Hybrid,20,55.4,2.5
154, Auris,2017,14480,Automatic,37452,Hybrid,0,72.4,1.8
155, RAV4,2016,18200,Automatic,55199,Hybrid,20,57.6,2.5
156, Aygo,2013,5000,Manual,33808,Petrol,0,65.7,1.0
157, Aygo,2018,7899,Manual,11411,Petrol,145,69.0,1.0
158, Avensis,2015,9998,Manual,28434,Diesel,20,67.3,1.6
159, C-HR,2020,25295,Automatic,219,Petrol,145,34.5,1.2
160, Auris,2016,12990,Automatic,19022,Hybrid,0,78.5,1.8
161, Aygo,2018,8794,Manual,4075,Petrol,145,56.5,1.0
162, Auris,2013,7299,Manual,45285,Petrol,150,46.3,1.6
163, Yaris,2016,12990,Automatic,9612,Hybrid,0,78.0,1.5
164, Yaris,2007,2499,Manual,66000,Petrol,120,52.3,1.0
165, Aygo,2017,6699,Manual,22613,Petrol,0,69.0,1.0
166, Prius,2018,21995,Automatic,9843,Hybrid,135,94.1,1.8
167, Yaris,2017,10970,Automatic,3417,Petrol,30,58.0,1.3
168, Aygo,2019,9600,Manual,1599,Petrol,145,57.7,1.0
169, Aygo,2019,8595,Manual,4765,Petrol,145,56.5,1.0
170, Yaris,2017,9000,Manual,14078,Petrol,30,58.0,1.3
171, Yaris,2019,12650,Manual,3033,Petrol,145,47.9,1.5
172, GT86,2017,19500,Manual,9639,Petrol,260,36.2,2.0
173, Auris,2017,10795,Manual,25000,Petrol,30,58.9,1.2
174, Auris,2017,10985,Manual,24740,Petrol,145,58.9,1.2
175, RAV4,2016,19362,Automatic,50752,Hybrid,20,57.6,2.5
176, Yaris,2014,10392,Automatic,30000,Hybrid,0,78.0,1.5
177, Aygo,2018,8260,Manual,9813,Petrol,145,56.5,1.0
178, Yaris,2018,11500,Automatic,14000,Petrol,145,60.1,1.5
179, Aygo,2019,11995,Automatic,1092,Other,150,55.4,1.0
180, Hilux,2019,24995,Automatic,17200,Diesel,260,36.2,2.4
181, Auris,2017,9995,Manual,21780,Petrol,30,58.9,1.2
182, RAV4,2016,16000,Automatic,101510,Hybrid,20,55.4,2.5
183, Verso,2017,11498,Manual,6741,Petrol,150,41.5,1.6
184, Aygo,2015,6498,Manual,36121,Petrol,0,69.0,1.0
185, Prius,2008,3995,Automatic,133107,Hybrid,10,65.7,1.5
186, Aygo,2018,9950,Automatic,14012,Other,145,67.3,1.0
187, C-HR,2017,20995,Automatic,24500,Hybrid,135,74.3,1.8
188, Aygo,2016,7370,Manual,21780,Petrol,0,69.0,1.0
189, Yaris,2019,11490,Manual,8793,Petrol,150,47.9,1.5
190, Aygo,2017,8000,Manual,7000,Petrol,150,68.9,1.0
191, Yaris,2016,10290,Automatic,22894,Petrol,30,58.0,1.3
192, RAV4,2017,20498,Automatic,10957,Petrol,150,43.5,2.0
193, Yaris,2014,9500,Automatic,42000,Hybrid,0,80.7,1.5
194, Aygo,2019,12995,Automatic,10000,Other,150,56.5,1.0
195, Yaris,2017,11881,Automatic,7195,Petrol,30,58.0,1.3
196, Aygo,2018,8995,Semi-Auto,16197,Petrol,150,67.0,1.0
197, Verso,2016,14995,Automatic,22703,Petrol,165,43.5,1.8
198, Aygo,2016,8000,Manual,16799,Petrol,0,69.0,1.0
199, Aygo,2019,10495,Automatic,4600,Petrol,150,55.4,1.0
200, Auris,2017,17850,Automatic,13175,Hybrid,135,78.5,1.8
201, Verso,2017,15495,Semi-Auto,6800,Petrol,145,42.8,1.8
202, Aygo,2018,7950,Manual,19266,Petrol,145,68.9,1.0
203, Yaris,2018,10992,Automatic,27722,Petrol,145,60.1,1.5
204, Yaris,2017,10495,Automatic,24311,Petrol,30,58.0,1.3
205, RAV4,2015,14490,Automatic,59454,Diesel,265,42.2,2.2
206, Verso,2017,10500,Manual,36756,Petrol,200,41.5,1.6
207, RAV4,2019,29570,Automatic,7823,Hybrid,135,51.1,2.5
208, PROACE VERSO,2019,24498,Manual,588,Diesel,145,40.4,2.0
209, Aygo,2016,5999,Manual,33564,Petrol,0,69.0,1.0
210, Aygo,2017,7880,Manual,16882,Petrol,145,68.9,1.0
211, Aygo,2017,6495,Manual,27372,Petrol,0,69.0,1.0
212, Aygo,2017,7980,Semi-Auto,15439,Petrol,150,67.0,1.0
213, Yaris,2016,10690,Automatic,23565,Petrol,30,58.0,1.3
214, Auris,2017,17780,Automatic,14753,Hybrid,135,70.6,1.8
215, RAV4,2019,32993,Automatic,6102,Hybrid,135,49.6,2.5
216, Prius,2016,15499,Automatic,67874,Hybrid,0,94.1,1.8
217, Aygo,2017,8900,Automatic,15288,Petrol,145,67.3,1.0
218, Yaris,2018,12000,Automatic,37481,Hybrid,135,76.3,1.5
219, RAV4,2017,18995,Automatic,21676,Petrol,205,43.5,2.0
220, Yaris,2017,11995,Manual,3325,Petrol,145,56.5,1.5
221, Aygo,2018,8700,Manual,4346,Petrol,145,68.9,1.0
222, Aygo,2019,10515,Manual,5496,Petrol,145,57.7,1.0
223, Prius,2016,21500,Automatic,20500,Hybrid,0,85.6,1.8
224, Aygo,2016,6990,Manual,15500,Petrol,0,69.0,1.0
225, Yaris,2019,14137,Automatic,3222,Petrol,145,47.9,1.5
226, Yaris,2017,10099,Manual,27096,Petrol,145,58.9,1.5
227, Yaris,2016,8590,Manual,13082,Petrol,30,58.0,1.3
228, Yaris,2018,10501,Manual,9169,Petrol,145,58.9,1.5
229, Aygo,2017,5995,Manual,25629,Petrol,0,69.0,1.0
230, C-HR,2018,16995,Manual,15046,Petrol,145,47.1,1.2
231, Yaris,2019,12995,Manual,3491,Petrol,145,47.9,1.5
232, C-HR,2017,22975,Automatic,22070,Hybrid,140,74.3,1.8
233, Land Cruiser,2015,31200,Semi-Auto,27845,Diesel,300,38.2,2.8
234, Auris,2015,12985,Automatic,28975,Hybrid,0,72.4,1.8
235, Aygo,2018,9995,Manual,15514,Petrol,150,56.5,1.0
236, Auris,2016,12750,Automatic,31800,Hybrid,0,78.5,1.8
237, Auris,2017,11793,Automatic,11200,Petrol,145,61.4,1.2
238, Auris,2016,13192,Automatic,29847,Hybrid,0,78.5,1.8
239, Yaris,2018,9995,Manual,17211,Petrol,145,58.9,1.5
240, Aygo,2019,9999,Manual,7670,Petrol,150,56.5,1.0
241, Auris,2014,9990,Automatic,65882,Hybrid,0,76.4,1.8
242, Avensis,2006,1990,Manual,125000,Petrol,240,39.2,1.8
243, Yaris,2019,11790,Manual,8799,Petrol,145,47.9,1.5
244, C-HR,2019,16495,Manual,14372,Petrol,145,41.5,1.2
245, Yaris,2017,8995,Manual,20295,Petrol,150,65.7,1.0
246, Aygo,2018,9250,Automatic,11604,Other,145,67.0,1.0
247, C-HR,2017,17498,Manual,14429,Petrol,150,47.1,1.2
248, Aygo,2016,7000,Manual,14347,Petrol,0,69.0,1.0
249, C-HR,2018,22995,Automatic,21626,Hybrid,135,74.3,1.8
250, Aygo,2017,7491,Manual,28757,Petrol,145,68.9,1.0
251, Yaris,2018,12590,Manual,9683,Petrol,145,47.1,1.5
252, Prius,2017,19313,Automatic,28031,Hybrid,0,94.1,1.8
253, Yaris,2013,9749,Automatic,40681,Hybrid,0,80.7,1.5
254, Aygo,2019,8000,Manual,8531,Petrol,145,56.5,0.0
255, Yaris,2016,12500,Automatic,20216,Hybrid,0,78.0,1.5
256, Yaris,2018,9698,Manual,12898,Petrol,145,58.9,1.5
257, C-HR,2020,25000,Automatic,3520,Other,135,57.7,1.8
258, Prius,2016,16390,Automatic,30125,Hybrid,0,94.1,1.8
259, Yaris,2013,7999,Semi-Auto,34207,Petrol,30,55.4,1.3
260, Aygo,2019,10495,Manual,5600,Petrol,145,56.5,1.0
261, Aygo,2017,6998,Manual,39344,Petrol,150,68.9,1.0
262, Yaris,2015,8999,Automatic,69775,Hybrid,0,78.0,1.5
263, Auris,2016,16495,Automatic,28122,Hybrid,0,70.6,1.8
264, Auris,2015,12500,Automatic,34277,Hybrid,0,72.4,1.8
265, Camry,2019,25990,Automatic,10732,Hybrid,135,52.3,2.5
266, Yaris,2017,8298,Manual,29970,Petrol,30,58.0,1.3
267, Aygo,2018,8500,Manual,12302,Petrol,145,68.9,1.0
268, Yaris,2014,8995,Semi-Auto,36555,Petrol,30,55.4,1.3
269, Yaris,2015,6641,Manual,40070,Petrol,30,58.0,1.3
270, GT86,2017,17500,Manual,11898,Petrol,145,36.2,2.0
271, Aygo,2018,8990,Semi-Auto,19452,Petrol,145,67.3,1.0
272, Prius,2017,17995,Automatic,23056,Hybrid,0,94.1,1.8
273, RAV4,2018,22995,Automatic,13833,Petrol,145,43.5,2.0
274, Prius,2011,7250,Manual,112000,Other,0,70.6,1.8
275, RAV4,2005,2394,Manual,113000,Petrol,325,32.1,2.0
276, RAV4,2005,3495,Manual,99000,Diesel,300,39.8,2.0
277, RAV4,2017,21000,Automatic,27999,Hybrid,135,57.6,2.5
278, Aygo,2019,10695,Automatic,1820,Other,145,56.5,1.0
279, C-HR,2017,20695,Automatic,23544,Hybrid,0,74.3,1.8
280, Aygo,2017,8890,Semi-Auto,22384,Petrol,0,67.3,1.0
281, Aygo,2018,9300,Manual,11933,Petrol,145,56.5,1.0
282, Aygo,2012,3950,Manual,55000,Petrol,0,65.7,1.0
283, Aygo,2018,8345,Manual,21512,Petrol,145,56.5,1.0
284, Auris,2018,15549,Automatic,16238,Hybrid,135,68.8,1.8
285, Yaris,2019,10995,Manual,4956,Petrol,145,47.9,1.5
286, Auris,2014,10450,Automatic,89750,Hybrid,0,70.6,1.8
287, Aygo,2017,6790,Manual,19967,Petrol,0,69.0,1.0
288, Yaris,2019,12438,Manual,3276,Petrol,145,47.9,1.5
289, Auris,2017,15000,Automatic,39225,Hybrid,135,70.6,1.8
290, Aygo,2017,6895,Manual,8583,Petrol,150,69.0,1.0
291, Yaris,2019,12500,Manual,1987,Petrol,145,47.9,1.5
292, Yaris,2018,14095,Automatic,2080,Hybrid,135,76.3,1.5
293, Aygo,2016,8695,Semi-Auto,8510,Petrol,0,67.0,1.0
294, Yaris,2016,11795,Automatic,39842,Hybrid,0,78.0,1.5
295, Yaris,2013,9700,Automatic,31336,Hybrid,0,80.7,1.5
296, Verso,2017,15495,Semi-Auto,23741,Petrol,160,43.5,1.8
297, Aygo,2016,6275,Manual,43491,Other,0,69.0,1.0
298, Yaris,2019,12850,Automatic,4000,Petrol,145,47.9,1.5
299, Aygo,2017,7300,Manual,13243,Petrol,145,69.0,1.0
300, Yaris,2017,8498,Manual,24868,Petrol,30,58.0,1.3
301, Yaris,2017,12995,Automatic,17059,Hybrid,140,76.3,1.5
302, RAV4,2017,15793,Manual,25447,Diesel,125,60.1,2.0
303, C-HR,2018,16998,Manual,25414,Petrol,145,41.5,1.2
304, Aygo,2017,8799,Manual,1000,Petrol,145,68.9,1.0
305, RAV4,2016,21995,Automatic,16000,Hybrid,20,55.4,2.5
306, Auris,2017,14995,Automatic,14599,Hybrid,135,78.5,1.8
307, Aygo,2017,8298,Manual,15830,Petrol,150,68.9,1.0
308, RAV4,2019,29995,Automatic,9709,Hybrid,135,49.6,2.5
309, RAV4,2014,9985,Manual,63388,Diesel,145,53.0,2.0
310, Aygo,2017,8995,Semi-Auto,9500,Petrol,145,67.3,1.0
311, RAV4,2016,13998,Manual,36030,Diesel,125,60.1,2.0
312, Auris,2017,16095,Automatic,31316,Hybrid,0,78.5,1.8
313, Yaris,2017,9695,Manual,11872,Petrol,30,58.0,1.3
314, Aygo,2019,9490,Manual,1424,Petrol,145,57.7,1.0
315, Aygo,2017,8998,Manual,11925,Petrol,145,68.9,1.0
316, Aygo,2017,8890,Manual,20546,Petrol,0,68.9,1.0
317, Prius,2017,18995,Automatic,15000,Hybrid,0,94.1,1.8
318, Corolla,2019,17960,Manual,4500,Petrol,145,39.2,1.2
319, Aygo,2019,8930,Manual,4717,Petrol,145,57.7,1.0
320, Auris,2015,12495,Automatic,39964,Hybrid,0,78.5,1.8
321, Yaris,2016,12490,Automatic,16647,Hybrid,0,78.0,1.5
322, Aygo,2015,5999,Manual,36010,Petrol,0,69.0,1.0
323, Corolla,2019,22790,Automatic,5830,Hybrid,135,72.4,2.0
324, C-HR,2017,19495,Automatic,29129,Hybrid,0,74.3,1.8
325, Aygo,2016,8995,Manual,18200,Petrol,0,69.0,1.0
326, Auris,2018,17695,Automatic,9446,Hybrid,140,65.6,1.8
327, Yaris,2017,9350,Manual,27450,Petrol,150,58.9,1.5
328, Yaris,2017,8498,Manual,18901,Petrol,30,58.0,1.3
329, Yaris,2014,12250,Automatic,29440,Hybrid,0,78.0,1.5
330, Prius,2019,22000,Automatic,4874,Hybrid,135,61.4,1.8
331, Yaris,2017,10498,Manual,10440,Petrol,145,56.5,1.5
332, GT86,2018,18498,Manual,35228,Petrol,145,36.2,2.0
333, Auris,2013,9988,Automatic,34230,Hybrid,0,72.4,1.8
334, RAV4,2017,16500,Manual,25271,Diesel,125,60.1,2.0
335, Verso,2014,9491,Manual,30437,Petrol,200,42.8,1.6
336, Yaris,2013,9495,Automatic,38126,Hybrid,0,76.3,1.5
337, Aygo,2019,11995,Manual,3992,Petrol,145,57.7,1.0
338, RAV4,2014,10201,Manual,58941,Diesel,150,53.0,2.0
339, Aygo,2018,7098,Manual,18100,Petrol,145,69.0,1.0
340, Prius,2018,17995,Automatic,44512,Hybrid,135,94.1,1.8
341, RAV4,2017,19995,Automatic,15375,Petrol,200,43.5,2.0
342, Aygo,2019,9510,Manual,1157,Petrol,145,57.7,1.0
343, Yaris,2016,7495,Manual,52000,Diesel,0,80.7,1.4
344, Aygo,2016,8333,Manual,8752,Petrol,0,69.0,1.0
345, Yaris,2016,8998,Manual,13347,Petrol,30,58.0,1.3
346, Aygo,2018,10626,Manual,9965,Petrol,145,56.5,1.0
347, Yaris,2018,13990,Automatic,9936,Hybrid,135,76.3,1.5
348, Auris,2014,12675,Automatic,20011,Hybrid,0,72.4,1.8
349, IQ,2009,3995,Automatic,27292,Petrol,20,60.1,1.0
350, RAV4,2012,9995,Manual,42226,Diesel,200,47.1,2.2
351, Avensis,2016,10275,Manual,40312,Diesel,200,46.3,1.6
352, Auris,2017,14495,Automatic,17500,Hybrid,140,78.5,1.8
353, C-HR,2017,17495,Automatic,23474,Petrol,160,44.8,1.2
354, Yaris,2015,8499,Manual,16696,Petrol,30,58.0,1.3
355, Hilux,2020,30500,Automatic,5000,Diesel,260,2.8,2.4
356, Aygo,2018,8595,Manual,17641,Petrol,145,68.9,1.0
357, Aygo,2017,7998,Manual,6730,Petrol,145,68.9,1.0
358, Yaris,2018,10895,Manual,14970,Petrol,145,56.5,1.5
359, C-HR,2018,21998,Automatic,22217,Hybrid,135,74.3,1.8
360, Auris,2017,14695,Automatic,53707,Hybrid,0,78.5,1.8
361, C-HR,2018,18999,Automatic,42595,Hybrid,135,74.3,1.8
362, Aygo,2016,6450,Manual,14988,Petrol,0,69.0,1.0
363, Yaris,2017,10492,Manual,13482,Petrol,30,55.0,1.3
364, Yaris,2016,11500,Automatic,20718,Hybrid,0,86.0,1.5
365, Yaris,2017,9800,Manual,22305,Petrol,30,55.0,1.3
366, Aygo,2019,9790,Manual,3000,Petrol,145,56.5,1.0
367, Aygo,2018,9995,Manual,2779,Petrol,150,68.9,1.0
368, Auris,2017,15495,Automatic,15500,Hybrid,135,72.4,1.8
369, C-HR,2017,15998,Manual,32770,Petrol,150,47.1,1.2
370, Auris,2018,17795,Automatic,19668,Hybrid,135,65.6,1.8
371, Auris,2015,11489,Automatic,39972,Hybrid,0,72.4,1.8
372, Yaris,2018,11790,Manual,14678,Petrol,150,58.9,1.5
373, Aygo,2017,6244,Manual,19287,Petrol,150,69.0,1.0
374, C-HR,2018,16691,Automatic,7500,Petrol,150,47.9,1.2
375, Aygo,2017,6290,Manual,17817,Petrol,0,69.0,1.0
376, Aygo,2018,7995,Manual,19775,Petrol,145,68.9,1.0
377, Aygo,2017,7190,Manual,21596,Petrol,145,69.0,1.0
378, Aygo,2019,9795,Manual,2743,Petrol,145,56.5,1.0
379, Prius,2005,2495,Automatic,130000,Hybrid,10,65.7,1.5
380, Yaris,2017,12848,Automatic,16788,Hybrid,0,78.0,1.5
381, RAV4,2019,28222,Automatic,10570,Hybrid,140,49.6,2.5
382, Aygo,2013,4995,Manual,41450,Petrol,0,65.7,1.0
383, Aygo,2017,8000,Manual,7078,Petrol,150,68.9,1.0
384, Yaris,2018,14795,Automatic,11245,Hybrid,140,76.3,1.5
385, Aygo,2017,8295,Manual,14869,Petrol,145,68.9,1.0
386, Yaris,2017,10495,Manual,11455,Petrol,30,58.0,1.3
387, Aygo,2015,6790,Manual,16999,Petrol,0,69.0,1.0
388, Auris,2014,12495,Automatic,17354,Hybrid,0,76.4,1.8
389, Yaris,2017,12995,Automatic,20115,Hybrid,0,78.0,1.5
