,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
109, Citigo,2017,7259,Manual,22600,Petrol,145,64.2,1.0
110, Scala,2019,16990,Semi-Auto,1500,Petrol,145,45.6,1.5
111, Superb,2019,16498,Manual,50,Petrol,145,40.9,1.5
112, Fabia,2018,10990,Manual,30530,Petrol,145,64.2,1.0
113, Rapid,2017,9440,Manual,28360,Petrol,145,61.4,1.0
114, Octavia,2019,13690,Manual,12374,Petrol,150,55.4,1.5
115, Superb,2016,13985,Manual,29032,Diesel,0,76.4,1.6
116, Octavia,2019,14937,Semi-Auto,10429,Petrol,150,57.7,1.0
117, Superb,2017,14698,Manual,39640,Diesel,145,68.9,2.0
118, Superb,2016,14699,Semi-Auto,5050,Petrol,30,55.4,1.4
119, Octavia,2018,15995,Manual,17901,Diesel,145,62.8,2.0
120, Yeti Outdoor,2017,13685,Manual,18945,Diesel,145,62.8,2.0
121, Citigo,2017,6200,Manual,33098,Petrol,145,64.2,1.0
122, Fabia,2016,7890,Manual,24978,Petrol,20,58.8,1.0
123, Octavia,2015,13995,Manual,40731,Diesel,125,55.4,2.0
124, Karoq,2019,19790,Manual,839,Petrol,150,42.8,1.5
125, Citigo,2018,7490,Manual,15043,Petrol,150,68.9,1.0
126, Octavia,2016,7795,Manual,82980,Diesel,0,74.3,1.6
127, Citigo,2017,6790,Manual,18637,Petrol,20,64.2,1.0
128, Kamiq,2019,18999,Manual,1236,Petrol,145,47.9,1.0
129, Kodiaq,2019,21798,Automatic,14815,Petrol,150,34.0,1.5
130, Fabia,2016,6295,Manual,30344,Petrol,20,60.1,1.0
131, Octavia,2018,11300,Manual,29284,Petrol,145,57.7,1.5
132, Octavia,2010,4299,Manual,43000,Diesel,30,62.8,1.6
133, Fabia,2016,7990,Manual,35116,Petrol,20,58.8,1.2
134, Octavia,2014,5195,Manual,140000,Petrol,30,53.3,1.4
135, Octavia,2017,12250,Manual,30452,Diesel,150,65.7,2.0
136, Yeti,2015,10200,Manual,37256,Diesel,30,62.8,2.0
137, Kodiaq,2019,30995,Automatic,2903,Petrol,145,31.4,2.0
138, Rapid,2014,5965,Manual,52179,Petrol,30,55.4,1.2
139, Kodiaq,2019,25998,Automatic,4853,Petrol,145,34.0,1.5
140, Scala,2019,16491,Manual,4477,Petrol,145,49.6,1.0
141, Octavia,2019,15495,Manual,10303,Petrol,150,52.3,1.5
142, Kamiq,2019,22495,Semi-Auto,126,Diesel,145,52.3,1.6
143, Fabia,2019,9995,Manual,14182,Petrol,150,57.7,1.0
144, Octavia,2014,7990,Manual,51100,Diesel,0,74.3,1.6
145, Octavia,2018,17785,Semi-Auto,13734,Petrol,145,42.8,2.0
146, Rapid,2014,6682,Manual,34200,Petrol,125,52.3,1.2
147, Fabia,2019,10295,Manual,7773,Petrol,145,57.7,1.0
148, Kodiaq,2019,23695,Automatic,14635,Diesel,150,42.2,2.0
149, Superb,2019,26990,Automatic,1200,Diesel,145,47.1,2.0
150, Fabia,2019,11995,Manual,18,Petrol,145,57.7,1.0
151, Fabia,2011,3395,Manual,80000,Diesel,20,67.3,1.6
152, Superb,2020,25895,Automatic,3463,Diesel,145,61.4,2.0
153, Yeti Outdoor,2017,15098,Semi-Auto,16430,Petrol,145,51.4,1.2
154, Kodiaq,2019,28990,Manual,3121,Diesel,145,52.3,2.0
155, Yeti,2017,12695,Automatic,25000,Petrol,125,51.4,1.2
156, Fabia,2017,7490,Manual,32481,Petrol,145,60.1,1.2
157, Yeti Outdoor,2017,12490,Semi-Auto,43358,Petrol,145,51.4,1.2
158, Superb,2018,19395,Automatic,3000,Petrol,145,36.7,1.5
159, Fabia,2017,9995,Manual,15232,Petrol,150,58.9,1.2
160, Superb,2019,24895,Automatic,15,Petrol,150,38.2,2.0
161, Fabia,2017,10580,Semi-Auto,15170,Petrol,145,61.4,1.0
162, Citigo,2017,7495,Manual,14812,Petrol,145,64.2,1.0
163, Octavia,2019,19490,Manual,7617,Petrol,145,36.7,2.0
164, Kamiq,2019,19995,Manual,1100,Petrol,145,47.9,1.0
165, Fabia,2017,11995,Semi-Auto,4385,Petrol,150,60.1,1.2
166, Superb,2019,17990,Automatic,3740,Petrol,145,36.7,1.5
167, Octavia,2019,20000,Automatic,7364,Diesel,145,50.4,2.0
168, Superb,2017,13990,Manual,26333,Diesel,30,62.8,2.0
169, Scala,2019,15899,Automatic,6000,Petrol,145,47.1,1.0
170, Octavia,2020,19690,Semi-Auto,2689,Petrol,145,45.6,1.5
171, Octavia,2019,20450,Semi-Auto,5000,Petrol,145,47.9,2.0
172, Scala,2019,16726,Automatic,2500,Petrol,145,45.6,1.5
173, Karoq,2019,91874,Automatic,3764,Petrol,145,40.9,1.5
174, Scala,2019,15312,Manual,4292,Petrol,145,49.6,1.0
175, Superb,2019,17498,Semi-Auto,15676,Petrol,145,36.7,1.5
176, Kamiq,2020,18499,Manual,2046,Petrol,145,47.1,1.5
177, Octavia,2019,20795,Semi-Auto,7200,Petrol,145,37.7,2.0
178, Kodiaq,2017,19790,Manual,28259,Diesel,150,51.4,2.0
179, Fabia,2018,8900,Manual,20414,Petrol,145,64.2,1.0
180, Fabia,2019,9851,Manual,5065,Petrol,145,57.7,1.0
181, Octavia,2014,8490,Automatic,68000,Diesel,20,72.4,1.6
182, Octavia,2017,11995,Semi-Auto,25391,Petrol,150,57.7,1.4
183, Fabia,2015,10590,Semi-Auto,6456,Petrol,20,60.1,1.2
184, Kamiq,2019,20999,Semi-Auto,3597,Petrol,145,44.1,1.5
185, Scala,2019,14798,Manual,1274,Petrol,145,50.4,1.0
186, Superb,2016,10498,Manual,77501,Diesel,20,68.9,2.0
187, Karoq,2018,18495,Manual,21867,Petrol,145,51.4,1.5
188, Fabia,2017,8950,Manual,22316,Petrol,20,60.1,1.2
189, Octavia,2018,13000,Manual,30479,Petrol,150,56.5,1.5
190, Fabia,2019,8999,Manual,9425,Petrol,150,57.7,1.0
191, Octavia,2018,13995,Manual,20098,Petrol,145,56.5,1.5
192, Octavia,2018,11898,Manual,39685,Diesel,150,68.9,1.6
193, Fabia,2015,8495,Manual,22000,Petrol,20,58.8,1.2
194, Karoq,2019,27500,Automatic,4200,Petrol,145,33.2,2.0
195, Kodiaq,2019,27291,Automatic,2883,Diesel,150,44.8,2.0
196, Superb,2016,10200,Automatic,68667,Diesel,20,70.6,1.6
197, Rapid,2016,6790,Manual,44994,Petrol,20,57.7,1.2
198, Fabia,2019,10285,Manual,6495,Petrol,145,60.1,1.0
199, Fabia,2019,13495,Manual,3330,Petrol,145,52.3,1.0
200, Fabia,2018,9695,Manual,8631,Petrol,150,64.2,1.0
201, Octavia,2017,9695,Manual,44714,Petrol,145,58.9,1.0
202, Yeti Outdoor,2017,13890,Semi-Auto,32966,Petrol,145,51.4,1.2
203, Karoq,2018,16991,Manual,15423,Diesel,145,62.8,1.6
204, Octavia,2017,11900,Manual,47939,Petrol,30,55.4,1.4
205, Octavia,2014,12500,Manual,38113,Diesel,30,61.4,2.0
206, Fabia,2016,7490,Manual,38385,Petrol,20,60.1,1.2
207, Octavia,2014,7891,Manual,50110,Diesel,0,74.3,1.6
208, Kodiaq,2019,25000,Automatic,11568,Diesel,145,49.6,2.0
209, Fabia,2019,12995,Manual,500,Petrol,145,57.7,1.0
210, Octavia,2019,19960,Manual,5614,Diesel,145,53.3,2.0
211, Superb,2017,14700,Manual,26967,Petrol,20,68.9,2.0
212, Superb,2016,12950,Manual,46574,Diesel,0,76.4,1.6
213, Fabia,2018,11330,Manual,8401,Petrol,145,64.2,1.0
214, Superb,2017,15025,Manual,46610,Diesel,20,67.3,2.0
215, Fabia,2018,8600,Manual,18534,Petrol,145,64.2,1.0
216, Superb,2019,21790,Automatic,8326,Petrol,145,36.7,1.5
217, Octavia,2019,16000,Automatic,259,Petrol,145,47.1,1.5
218, Octavia,2017,10519,Manual,24377,Petrol,150,58.9,1.0
219, Superb,2016,14799,Automatic,48675,Diesel,30,62.8,2.0
220, Yeti Outdoor,2017,13998,Semi-Auto,9699,Petrol,125,51.4,1.2
221, Octavia,2019,23491,Semi-Auto,7987,Diesel,145,44.8,2.0
222, Kodiaq,2017,19998,Automatic,18989,Diesel,145,56.5,2.0
223, Fabia,2016,9995,Manual,27000,Petrol,20,58.9,1.2
224, Fabia,2016,11199,Semi-Auto,15892,Petrol,20,60.1,1.2
225, Octavia,2015,9200,Manual,42933,Petrol,30,57.7,1.2
226, Karoq,2019,18995,Manual,3340,Diesel,145,62.8,1.6
227, Karoq,2018,19492,Automatic,16326,Petrol,145,51.4,1.5
228, Rapid,2016,8295,Manual,14474,Petrol,20,57.7,1.2
229, Octavia,2019,13000,Manual,19803,Petrol,150,55.4,1.5
230, Karoq,2019,18490,Manual,6688,Diesel,145,47.1,2.0
231, Fabia,2019,14495,Manual,1536,Petrol,145,49.6,1.0
232, Octavia,2018,11998,Manual,20193,Diesel,145,68.9,1.6
233, Kodiaq,2017,18545,Automatic,13932,Petrol,145,44.8,1.4
234, Citigo,2017,6300,Manual,27000,Petrol,150,64.2,1.0
235, Octavia,2016,8990,Manual,36865,Diesel,0,72.4,1.6
236, Citigo,2017,6990,Manual,30242,Petrol,20,62.8,1.0
237, Superb,2019,24000,Automatic,15,Petrol,150,38.2,2.0
238, Scala,2019,14980,Manual,5421,Diesel,145,57.7,1.6
239, Superb,2015,12998,Manual,43865,Diesel,20,67.3,2.0
240, Citigo,2014,3998,Manual,63589,Petrol,20,62.8,1.0
241, Fabia,2019,11775,Manual,4697,Petrol,145,51.4,1.0
242, Fabia,2019,11495,Manual,12242,Petrol,145,61.4,1.0
243, Yeti Outdoor,2017,12990,Semi-Auto,5145,Petrol,125,51.4,1.2
244, Fabia,2017,8999,Manual,11300,Petrol,145,64.2,1.0
245, Kodiaq,2019,31475,Automatic,5808,Diesel,150,37.2,2.0
246, Fabia,2019,12350,Manual,3201,Petrol,145,61.4,1.0
247, Octavia,2019,18995,Automatic,1000,Petrol,145,46.3,1.5
248, Citigo,2018,7810,Manual,10305,Petrol,145,64.2,1.0
249, Fabia,2014,4995,Manual,35329,Petrol,125,49.6,1.2
250, Octavia,2019,15450,Semi-Auto,15229,Petrol,150,54.3,1.5
251, Kodiaq,2019,28711,Semi-Auto,5019,Petrol,145,32.1,1.5
252, Fabia,2015,7990,Automatic,51805,Petrol,20,60.1,1.2
253, Yeti,2014,8250,Manual,45505,Diesel,145,55.4,2.0
254, Rapid,2018,10990,Manual,23147,Petrol,145,58.9,1.0
255, Scala,2019,18995,Manual,1000,Diesel,145,57.7,1.6
256, Citigo,2017,6490,Manual,42675,Petrol,20,64.2,1.0
257, Kodiaq,2017,16995,Manual,18652,Petrol,150,46.3,1.4
258, Fabia,2019,10995,Manual,9267,Petrol,145,61.4,1.0
259, Kamiq,2020,18299,Manual,2500,Petrol,145,47.9,1.0
260, Octavia,2018,12498,Manual,8356,Petrol,145,60.1,1.0
261, Octavia,2017,10550,Manual,25250,Petrol,150,54.3,1.4
262, Karoq,2019,17985,Manual,5713,Diesel,145,47.1,2.0
263, Yeti Outdoor,2017,13999,Manual,16456,Petrol,145,51.4,1.2
264, Superb,2017,14900,Manual,33600,Diesel,145,64.2,1.6
265, Fabia,2019,12990,Semi-Auto,14190,Petrol,145,60.1,1.0
266, Octavia,2019,21990,Semi-Auto,2329,Diesel,145,50.4,2.0
267, Octavia,2018,12498,Manual,16899,Diesel,145,68.9,1.6
268, Kodiaq,2017,19795,Manual,32500,Petrol,145,40.9,1.4
269, Fabia,2016,8700,Manual,29388,Petrol,20,60.1,1.2
270, Karoq,2019,16000,Manual,29070,Petrol,145,40.4,1.0
271, Yeti Outdoor,2016,11495,Manual,39177,Petrol,125,51.4,1.2
272, Superb,2019,17995,Manual,101,Diesel,145,65.7,2.0
273, Kodiaq,2019,22950,Manual,3896,Diesel,145,42.8,2.0
274, Kodiaq,2019,25800,Automatic,12150,Diesel,145,37.2,2.0
275, Octavia,2019,13495,Manual,16161,Petrol,145,60.1,1.0
276, Octavia,2018,15598,Manual,29806,Diesel,145,65.7,2.0
277, Kodiaq,2018,25950,Automatic,26669,Diesel,150,49.6,2.0
278, Fabia,2017,9250,Manual,14940,Petrol,20,60.1,1.2
279, Fabia,2017,10995,Semi-Auto,4378,Petrol,145,61.4,1.0
280, Yeti Outdoor,2017,13295,Semi-Auto,18464,Petrol,125,51.4,1.2
281, Kamiq,2019,22503,Manual,1510,Petrol,145,47.1,1.0
282, Octavia,2019,15195,Manual,14781,Petrol,145,52.3,1.5
283, Octavia,2017,13895,Manual,12554,Petrol,145,56.5,1.5
284, Octavia,2019,13295,Semi-Auto,10588,Petrol,150,61.4,1.0
285, Octavia,2017,13995,Manual,21000,Petrol,150,55.4,1.5
286, Octavia,2018,12498,Manual,20955,Diesel,145,68.9,1.6
287, Karoq,2019,21000,Manual,10879,Petrol,145,42.2,1.5
288, Octavia,2017,9400,Manual,22508,Petrol,20,62.8,1.0
289, Octavia,2017,10975,Semi-Auto,31283,Diesel,0,76.4,1.6
290, Fabia,2019,8999,Manual,8460,Petrol,150,57.7,1.0
291, Octavia,2015,12495,Manual,35141,Diesel,30,61.4,2.0
292, Yeti Outdoor,2017,12990,Semi-Auto,23668,Petrol,125,51.4,1.2
293, Citigo,2017,5997,Manual,10494,Petrol,145,68.9,1.0
294, Kamiq,2020,17495,Manual,1000,Petrol,145,49.6,1.0
295, Superb,2018,18650,Manual,6515,Petrol,145,40.9,1.5
296, Citigo,2016,7995,Manual,15590,Petrol,20,64.2,1.0
297, Citigo,2016,7750,Manual,14691,Petrol,20,64.2,1.0
298, Superb,2016,12999,Manual,28343,Petrol,30,56.5,1.4
299, Octavia,2017,11700,Manual,39370,Diesel,145,67.3,1.6
300, Karoq,2019,23990,Manual,4099,Diesel,145,42.8,2.0
301, Octavia,2020,18990,Automatic,1941,Diesel,145,54.3,2.0
302, Fabia,2018,11790,Semi-Auto,11664,Petrol,145,61.4,1.0
303, Karoq,2019,26490,Manual,6000,Diesel,145,42.8,2.0
304, Kodiaq,2019,22495,Automatic,11596,Petrol,145,34.0,1.5
305, Octavia,2014,10990,Semi-Auto,49999,Petrol,30,56.5,1.4
306, Kodiaq,2017,21990,Semi-Auto,29255,Petrol,145,44.8,1.4
307, Citigo,2016,6690,Manual,13473,Petrol,20,62.8,1.0
308, Citigo,2017,6780,Manual,20012,Petrol,150,64.2,1.0
309, Karoq,2019,23695,Manual,8753,Petrol,145,42.8,1.5
310, Octavia,2016,10500,Manual,35331,Diesel,20,68.9,2.0
311, Fabia,2018,9510,Manual,15834,Petrol,145,64.2,1.0
312, Kamiq,2020,18990,Automatic,228,Petrol,145,44.1,1.5
313, Octavia,2018,11495,Manual,31602,Diesel,145,68.9,1.6
314, Fabia,2013,5998,Manual,14485,Petrol,125,54.3,1.2
315, Superb,2013,9489,Automatic,30150,Diesel,200,46.3,2.0
316, Fabia,2017,7498,Manual,26226,Petrol,145,64.2,1.0
317, Yeti Outdoor,2017,12995,Semi-Auto,34234,Petrol,125,51.4,1.2
318, Citigo,2015,6492,Automatic,18367,Petrol,20,64.2,1.0
319, Kodiaq,2018,20250,Manual,29298,Petrol,145,40.9,1.4
320, Octavia,2019,15499,Semi-Auto,13835,Petrol,145,54.3,1.5
321, Fabia,2015,8995,Semi-Auto,9500,Petrol,20,60.1,1.2
322, Fabia,2019,13995,Manual,6110,Petrol,150,60.1,1.0
323, Rapid,2014,5495,Manual,39180,Petrol,30,57.6,1.2
324, Superb,2017,18995,Semi-Auto,20401,Diesel,145,61.4,2.0
325, Octavia,2019,19000,Semi-Auto,2778,Diesel,145,70.6,1.6
326, Yeti Outdoor,2017,15150,Semi-Auto,21116,Petrol,150,51.4,1.2
327, Citigo,2016,5990,Manual,28423,Petrol,20,64.2,1.0
328, Yeti Outdoor,2017,11995,Manual,37363,Petrol,145,51.4,1.2
329, Octavia,2019,13999,Semi-Auto,14705,Diesel,150,72.4,1.6
330, Octavia,2018,11300,Automatic,29252,Petrol,145,57.7,1.5
331, Yeti Outdoor,2015,10495,Semi-Auto,18372,Petrol,125,51.4,1.2
332, Rapid,2018,10899,Manual,10286,Petrol,145,58.9,1.0
333, Kodiaq,2019,36995,Automatic,2261,Diesel,145,35.3,2.0
334, Superb,2018,13995,Manual,14000,Petrol,145,50.4,1.4
335, Yeti Outdoor,2017,13695,Semi-Auto,16200,Petrol,145,51.4,1.2
336, Fabia,2017,11900,Semi-Auto,21093,Petrol,145,60.1,1.2
337, Octavia,2016,14585,Manual,35893,Diesel,30,62.8,2.0
338, Octavia,2019,13898,Semi-Auto,15192,Petrol,145,61.4,1.0
339, Octavia,2016,12795,Automatic,60708,Diesel,125,56.5,2.0
340, Fabia,2017,7990,Manual,18339,Petrol,20,58.8,1.0
341, Fabia,2018,7390,Manual,40996,Petrol,145,64.2,1.0
342, Superb,2019,18498,Manual,20632,Diesel,145,64.2,2.0
343, Fabia,2018,10900,Manual,8500,Petrol,150,64.2,1.0
344, Octavia,2016,7795,Manual,86220,Diesel,20,72.4,1.6
345, Octavia,2016,9998,Manual,24615,Petrol,30,57.7,1.2
346, Superb,2016,17495,Semi-Auto,26000,Diesel,30,61.4,2.0
347, Fabia,2019,10295,Manual,6481,Petrol,145,57.7,1.0
348, Octavia,2017,16575,Semi-Auto,34073,Diesel,145,57.7,2.0
349, Fabia,2019,13590,Manual,5818,Petrol,145,60.1,1.0
350, Kamiq,2019,19950,Manual,1234,Petrol,145,47.9,1.0
351, Fabia,2017,7995,Manual,36200,Petrol,20,60.1,1.2
352, Citigo,2015,5910,Manual,9122,Petrol,20,62.8,1.0
353, Octavia,2018,11998,Manual,29156,Diesel,150,68.9,1.6
354, Octavia,2019,16990,Manual,5143,Diesel,145,54.3,2.0
355, Kodiaq,2017,21495,Automatic,36000,Diesel,145,49.6,2.0
356, Fabia,2017,8995,Manual,17006,Petrol,145,60.1,1.2
357, Kodiaq,2019,33995,Automatic,6314,Petrol,150,31.0,2.0
358, Citigo,2018,7990,Manual,9000,Petrol,145,64.2,1.0
359, Fabia,2019,13891,Manual,1643,Petrol,150,50.4,1.0
360, Octavia,2016,14495,Semi-Auto,56094,Diesel,125,56.5,2.0
361, Citigo,2017,9699,Automatic,7187,Petrol,145,64.2,1.0
362, Superb,2018,18990,Manual,7256,Diesel,150,65.7,2.0
363, Citigo,2016,11485,Manual,43414,Petrol,20,62.8,1.0
364, Karoq,2018,15995,Manual,5165,Petrol,150,53.3,1.0
365, Yeti Outdoor,2017,15995,Semi-Auto,21872,Diesel,150,51.4,2.0
366, Fabia,2015,8075,Manual,22772,Petrol,20,58.8,1.2
367, Scala,2019,16990,Manual,2653,Petrol,145,49.6,1.0
368, Octavia,2019,19985,Semi-Auto,9801,Petrol,145,46.3,2.0
369, Superb,2019,18598,Manual,12709,Diesel,145,65.7,2.0
370, Fabia,2017,8495,Manual,36000,Petrol,145,64.2,1.0
371, Octavia,2019,15999,Automatic,3125,Diesel,145,53.3,1.6
372, Fabia,2017,10540,Manual,7741,Petrol,145,64.2,1.0
373, Fabia,2017,5990,Manual,37469,Petrol,20,60.1,1.0
374, Rapid,2013,4990,Manual,44000,Petrol,30,55.4,1.2
375, Fabia,2018,6995,Manual,30737,Petrol,145,57.7,1.0
376, Fabia,2015,10800,Automatic,32437,Petrol,20,60.1,1.2
377, Kamiq,2019,18990,Manual,543,Petrol,145,47.9,1.0
378, Rapid,2016,7435,Manual,50000,Petrol,30,57.7,1.2
379, Kodiaq,2019,32495,Automatic,2481,Diesel,150,42.2,2.0
380, Fabia,2016,6498,Manual,16902,Petrol,20,60.1,1.0
381, Fabia,2018,9995,Manual,9206,Petrol,150,64.2,1.0
382, Octavia,2018,12298,Manual,19756,Diesel,145,68.9,1.6
383, Fabia,2019,11750,Manual,8000,Petrol,145,61.4,1.0
