,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
107, GLC Class,2018,26890,Semi-Auto,15200,Diesel,145,41.5,2.1
108, A Class,2017,27750,Automatic,17726,Petrol,145,40.9,2.0
109, C Class,2019,29885,Automatic,6435,Petrol,145,44.1,2.0
110, S Class,2019,54399,Semi-Auto,2384,Diesel,145,52.3,3.0
111, E Class,2019,28480,Semi-Auto,12667,Diesel,145,58.9,2.0
112, C Class,2014,12900,Semi-Auto,24600,Petrol,160,44.8,1.6
113, A Class,2016,16499,Semi-Auto,21000,Diesel,20,74.3,1.5
114, CL Class,2019,29199,Semi-Auto,2370,Petrol,145,39.8,2.0
115, C Class,2017,21449,Semi-Auto,35782,Diesel,125,60.1,2.1
116, GLC Class,2019,30480,Semi-Auto,15224,Diesel,145,56.5,2.1
117, C Class,2017,18998,Semi-Auto,26866,Diesel,30,64.2,2.1
118, GLC Class,2019,29755,Automatic,11016,Diesel,145,56.5,2.1
119, GLA Class,2014,15990,Automatic,59000,Diesel,145,55.4,2.1
120, M Class,2004,19950,Automatic,121000,Diesel,325,29.7,2.7
121, A Class,2016,14499,Manual,31143,Diesel,30,62.8,2.1
122, A Class,2018,20490,Semi-Auto,7024,Diesel,145,67.3,1.5
123, GL Class,2016,15395,Manual,46808,Diesel,20,67.3,2.1
124, C Class,2017,21399,Automatic,26213,Diesel,30,65.7,2.1
125, B Class,2019,21749,Semi-Auto,12717,Petrol,145,45.6,1.3
126, E Class,2019,41795,Automatic,101,Diesel,145,47.1,3.0
127, GLC Class,2017,29499,Semi-Auto,30500,Diesel,145,56.5,2.1
128, C Class,2015,16699,Semi-Auto,48000,Diesel,30,64.2,2.1
129, C Class,2016,18349,Semi-Auto,22000,Diesel,30,64.2,2.1
130, B Class,2019,22490,Semi-Auto,1378,Petrol,145,45.6,1.3
131, C Class,2019,30799,Semi-Auto,8947,Diesel,145,57.7,2.0
132, GLC Class,2020,46990,Semi-Auto,5133,Diesel,145,40.4,2.0
133, C Class,2019,29900,Semi-Auto,1342,Petrol,145,44.1,2.0
134, C Class,2016,14750,Automatic,28612,Diesel,20,65.7,2.1
135, E Class,2020,38490,Semi-Auto,1499,Diesel,145,57.7,2.0
136, A Class,2019,17702,Automatic,17843,Diesel,145,68.9,1.5
137, C Class,2019,23949,Automatic,12076,Petrol,145,45.6,1.5
138, C Class,2014,13950,Semi-Auto,45527,Diesel,20,64.2,2.1
139, A Class,2018,18927,Semi-Auto,15013,Diesel,145,65.7,1.5
140, E Class,2016,18280,Semi-Auto,40184,Diesel,30,65.7,2.0
141, C Class,2017,13392,Automatic,102000,Diesel,30,64.2,2.1
142, GLA Class,2015,15200,Automatic,23583,Diesel,20,62.8,2.1
143, A Class,2018,18691,Semi-Auto,12043,Diesel,145,65.7,1.5
144, CL Class,2016,21999,Automatic,11186,Petrol,160,46.3,2.0
145, GLC Class,2017,25498,Automatic,52554,Diesel,125,56.5,2.1
146, GLE Class,2018,28900,Automatic,37463,Diesel,145,47.9,2.1
147, A Class,2020,23444,Automatic,708,Diesel,145,56.5,2.0
148, S Class,2015,29029,Automatic,12687,Diesel,205,48.7,3.0
149, E Class,2019,36479,Semi-Auto,5040,Diesel,145,48.7,3.0
150, C Class,2019,28400,Semi-Auto,16884,Diesel,145,57.7,2.0
151, A Class,2019,24495,Semi-Auto,8411,Diesel,150,67.3,1.5
152, CLA Class,2016,14750,Manual,60872,Diesel,20,67.3,2.1
153, B Class,2020,27798,Automatic,245,Diesel,145,55.4,2.0
154, E Class,2016,19995,Semi-Auto,22000,Diesel,20,72.4,2.0
155, C Class,2016,16499,Semi-Auto,35459,Diesel,20,64.2,2.1
156, C Class,2019,30995,Semi-Auto,5999,Diesel,145,57.7,2.0
157, A Class,2018,19250,Automatic,12038,Diesel,145,67.3,1.5
158, CLS Class,2019,46952,Automatic,107,Diesel,145,47.9,2.9
159, C Class,2016,19698,Automatic,25107,Hybrid,0,134.5,2.0
160, A Class,2018,21526,Semi-Auto,11716,Petrol,150,53.3,1.3
161, E Class,2017,18990,Automatic,31000,Diesel,145,65.7,2.0
162, GLA Class,2018,21550,Automatic,20349,Petrol,145,48.7,1.6
163, E Class,2019,25780,Semi-Auto,12994,Diesel,145,72.4,2.0
164, A Class,2018,16800,Automatic,16056,Petrol,150,52.3,1.6
165, A Class,2016,13290,Manual,36892,Diesel,20,72.4,1.5
166, GLC Class,2016,27981,Semi-Auto,7917,Diesel,125,56.5,2.1
167, C Class,2018,25999,Automatic,10913,Diesel,145,65.7,2.1
168, CLS Class,2013,12210,Automatic,54238,Diesel,145,54.3,2.1
169, SL CLASS,2019,29730,Semi-Auto,150,Petrol,145,47.1,2.0
170, A Class,2017,16999,Manual,12200,Diesel,20,68.9,1.5
171, GLA Class,2015,17495,Semi-Auto,38123,Diesel,125,56.5,2.1
172, E Class,2017,20789,Semi-Auto,22960,Diesel,150,72.4,2.0
173, E Class,2017,19199,Semi-Auto,49364,Diesel,145,72.4,2.0
174, C Class,2017,16991,Semi-Auto,29907,Diesel,145,64.2,2.1
175, GLA Class,2014,15898,Automatic,38004,Diesel,145,55.4,2.1
176, E Class,2020,38990,Semi-Auto,648,Diesel,145,43.5,3.0
177, E Class,2016,18750,Automatic,53000,Diesel,20,67.3,2.0
178, B Class,2017,14542,Manual,16274,Diesel,145,68.9,1.5
179, C Class,2016,17900,Automatic,25522,Petrol,125,51.4,2.0
180, C Class,2019,25495,Semi-Auto,631,Diesel,145,60.1,2.1
181, CLS Class,2016,20499,Semi-Auto,22525,Diesel,125,57.7,2.1
182, A Class,2018,16500,Semi-Auto,14289,Petrol,150,49.6,1.6
183, CLC Class,2010,5975,Automatic,44662,Petrol,300,35.8,1.6
184, GLB Class,2020,35995,Semi-Auto,4500,Diesel,145,47.9,2.0
185, E Class,2016,21299,Semi-Auto,12021,Diesel,30,65.7,2.0
186, A Class,2019,22250,Semi-Auto,8338,Diesel,145,67.3,1.5
187, E Class,2017,19989,Automatic,24425,Diesel,145,72.4,2.0
188, B Class,2019,23979,Semi-Auto,5425,Diesel,145,55.4,2.0
189, C Class,2019,25949,Semi-Auto,12722,Diesel,145,61.4,2.0
190, GLC Class,2017,27799,Semi-Auto,22414,Diesel,125,56.5,2.1
191, A Class,2016,11994,Manual,40826,Diesel,20,72.4,1.5
192, A Class,2015,11680,Semi-Auto,55067,Diesel,20,68.9,1.5
193, B Class,2019,19344,Automatic,15257,Petrol,145,45.6,1.3
194, GLE Class,2019,53750,Semi-Auto,6925,Diesel,145,32.5,3.0
195, C Class,2019,26599,Semi-Auto,12961,Petrol,145,47.1,1.5
196, E Class,2018,20800,Automatic,31255,Diesel,150,72.4,2.0
197, E Class,2019,41499,Semi-Auto,3695,Petrol,145,33.6,3.0
198, C Class,2016,20500,Semi-Auto,17410,Diesel,30,61.4,2.1
199, A Class,2018,19097,Semi-Auto,9753,Petrol,145,53.3,1.3
200, GLA Class,2015,17485,Semi-Auto,36462,Diesel,125,55.4,2.1
201, C Class,2016,15999,Automatic,44617,Diesel,30,64.2,2.1
202, A Class,2017,11800,Manual,66903,Diesel,20,72.4,1.5
203, E Class,2019,44499,Semi-Auto,8000,Petrol,145,32.5,3.0
204, C Class,2019,30500,Semi-Auto,7098,Diesel,145,57.7,2.0
205, CL Class,2019,26099,Semi-Auto,13187,Diesel,145,51.4,2.2
206, C Class,2018,17600,Automatic,22749,Petrol,145,49.6,2.0
207, A Class,2015,10985,Manual,59875,Diesel,20,70.6,1.5
208, GLA Class,2016,21595,Semi-Auto,21512,Petrol,200,43.5,2.0
209, GLC Class,2017,26998,Semi-Auto,9172,Diesel,145,56.5,2.1
210, GLE Class,2017,25915,Semi-Auto,46847,Diesel,145,47.9,2.1
211, C Class,2015,18799,Semi-Auto,37890,Diesel,30,64.2,2.1
212, C Class,2016,15399,Automatic,49586,Diesel,20,64.2,2.1
213, C Class,2019,25389,Semi-Auto,2000,Petrol,145,45.6,1.5
214, GLC Class,2018,33998,Semi-Auto,7220,Diesel,145,56.5,2.1
215, B Class,2019,24589,Semi-Auto,1000,Diesel,145,55.4,2.0
216, C Class,2019,25980,Semi-Auto,6206,Petrol,145,45.6,1.5
217, SL CLASS,2017,20450,Automatic,15580,Diesel,30,70.6,2.1
218, C Class,2019,27399,Semi-Auto,2899,Petrol,145,47.1,1.5
219, SL CLASS,2018,22914,Automatic,8725,Petrol,145,47.9,2.0
220, C Class,2019,26981,Automatic,7931,Diesel,145,61.4,2.0
221, CLS Class,2014,11975,Automatic,100552,Diesel,200,46.3,3.0
222, GLA Class,2019,28951,Automatic,1661,Petrol,145,35.8,1.6
223, A Class,2017,13782,Manual,20218,Diesel,0,80.7,1.5
224, C Class,2016,21698,Semi-Auto,15804,Hybrid,0,134.5,2.0
225, A Class,2017,17495,Semi-Auto,21000,Diesel,150,74.3,1.5
226, C Class,2019,25749,Semi-Auto,13873,Diesel,145,61.4,2.0
227, A Class,2017,15995,Semi-Auto,10839,Petrol,145,55.4,1.6
228, A Class,2017,15200,Automatic,12587,Petrol,145,55.4,1.6
229, CLA Class,2013,13000,Automatic,74194,Diesel,30,62.8,2.1
230, C Class,2016,15900,Automatic,21606,Diesel,20,64.2,2.1
231, V Class,2019,46499,Automatic,999,Diesel,145,36.7,2.0
232, A Class,2019,22980,Semi-Auto,8204,Diesel,145,56.5,2.0
233, B Class,2019,27900,Automatic,2600,Diesel,145,55.4,2.0
234, CL Class,2020,28891,Semi-Auto,2512,Petrol,145,44.8,1.3
235, E Class,2018,23963,Automatic,9074,Diesel,145,61.4,2.0
236, E Class,2019,26980,Semi-Auto,17556,Diesel,145,67.3,2.0
237, C Class,2012,11000,Automatic,43426,Petrol,160,44.8,1.6
238, GLC Class,2017,29998,Semi-Auto,23326,Diesel,150,56.5,2.1
239, A Class,2020,33569,Semi-Auto,1000,Petrol,145,35.8,2.0
240, CL Class,2019,21995,Manual,13329,Petrol,150,44.1,1.6
241, A Class,2018,17092,Semi-Auto,27272,Diesel,145,65.7,1.5
242, A Class,2018,16571,Manual,20289,Diesel,150,72.4,1.5
243, E Class,2017,19999,Automatic,21548,Diesel,145,65.7,2.0
244, GLC Class,2019,30999,Automatic,4588,Diesel,145,47.9,2.0
245, C Class,2015,9791,Manual,90000,Diesel,20,65.7,2.1
246, GLA Class,2019,24999,Semi-Auto,1000,Diesel,145,64.2,2.1
247, CL Class,2014,12000,Manual,62479,Diesel,30,64.2,1.8
248, SL CLASS,2017,22491,Manual,10537,Petrol,150,43.5,2.0
249, GLA Class,2018,20911,Semi-Auto,19004,Diesel,150,56.5,2.1
250, A Class,2019,18780,Semi-Auto,17341,Diesel,145,65.7,1.5
251, E Class,2019,24981,Automatic,11911,Diesel,145,72.4,2.0
252, A Class,2020,30231,Semi-Auto,4000,Hybrid,140,1.1,1.3
253, C Class,2019,29775,Semi-Auto,5059,Diesel,145,56.5,2.0
254, E Class,2017,26480,Semi-Auto,11776,Diesel,145,51.4,3.0
255, A Class,2016,13499,Manual,28121,Diesel,30,65.7,2.1
256, C Class,2019,31499,Semi-Auto,9486,Diesel,145,54.3,2.0
257, GLC Class,2019,43299,Semi-Auto,9235,Diesel,150,40.4,2.0
258, C Class,2019,30299,Semi-Auto,2230,Diesel,145,61.4,2.0
259, SL CLASS,2019,89880,Automatic,50,Petrol,145,28.0,5.5
260, A Class,2017,16980,Automatic,21430,Petrol,145,52.3,1.6
261, A Class,2019,25299,Manual,1010,Petrol,145,47.1,1.3
262, E Class,2016,17999,Semi-Auto,42255,Diesel,20,72.4,2.0
263, B Class,2019,23980,Semi-Auto,2888,Diesel,145,55.4,2.0
264, C Class,2017,22399,Semi-Auto,19906,Petrol,160,43.5,2.0
265, GLA Class,2020,24890,Semi-Auto,3876,Petrol,145,44.8,1.6
266, SL CLASS,2019,52999,Semi-Auto,270,Petrol,145,36.7,3.0
267, CL Class,2019,26299,Semi-Auto,11534,Diesel,145,51.4,2.2
268, C Class,2017,20988,Automatic,30728,Petrol,145,47.1,2.0
269, A Class,2019,18690,Semi-Auto,14055,Diesel,145,65.7,1.5
270, C Class,2017,17249,Automatic,27814,Petrol,125,51.4,2.0
271, C Class,2018,23498,Semi-Auto,17093,Diesel,145,67.3,2.1
272, C Class,2016,18800,Automatic,54000,Diesel,30,65.7,2.1
273, GLE Class,2019,54498,Semi-Auto,6279,Diesel,145,32.8,3.0
274, B Class,2020,27490,Automatic,2563,Diesel,145,55.4,2.0
275, A Class,2016,13999,Manual,52443,Diesel,30,62.8,2.1
276, C Class,2015,12750,Manual,27500,Petrol,125,53.3,2.0
277, B Class,2019,23979,Semi-Auto,1000,Diesel,145,55.4,2.0
278, CLS Class,2016,19770,Automatic,27167,Diesel,125,57.7,2.1
279, C Class,2015,19780,Automatic,15629,Diesel,125,60.1,2.1
280, A Class,2019,18780,Semi-Auto,17814,Diesel,145,65.7,1.5
281, GLE Class,2016,23995,Automatic,38000,Diesel,200,47.9,2.1
282, C Class,2017,23980,Automatic,13973,Diesel,145,54.3,2.1
283, CLA Class,2016,13795,Automatic,55700,Diesel,20,67.3,2.1
284, C Class,2019,28706,Semi-Auto,1808,Diesel,145,60.1,1.6
285, C Class,2017,31664,Automatic,19067,Petrol,145,35.8,3.0
286, CL Class,2016,16299,Semi-Auto,52819,Diesel,20,67.3,2.1
287, E Class,2014,11950,Semi-Auto,70000,Diesel,145,54.3,2.1
288, A Class,2020,24495,Manual,2999,Petrol,145,28.5,1.3
289, B Class,2019,19424,Semi-Auto,14118,Petrol,150,45.6,1.3
290, GLC Class,2019,37989,Automatic,4824,Diesel,145,40.9,2.0
291, E Class,2019,54000,Semi-Auto,5648,Petrol,145,31.7,3.0
292, A Class,2016,13298,Automatic,85627,Diesel,20,68.9,2.1
293, A Class,2017,11499,Manual,57424,Diesel,20,72.4,1.5
294, A Class,2017,17901,Manual,30000,Diesel,150,62.8,2.1
295, CL Class,2015,16490,Semi-Auto,41300,Diesel,20,67.3,2.1
296, C Class,2019,30599,Semi-Auto,4272,Petrol,145,44.1,2.0
297, GLE Class,2019,39495,Semi-Auto,1795,Diesel,145,42.8,3.0
298, V Class,2018,18990,Manual,38000,Diesel,145,46.3,2.1
299, A Class,2020,25890,Manual,1499,Petrol,145,47.1,1.3
300, C Class,2019,29449,Semi-Auto,9970,Diesel,145,64.2,2.0
301, A Class,2017,16177,Semi-Auto,20699,Diesel,145,74.3,1.5
302, A Class,2020,26500,Semi-Auto,3500,Diesel,150,56.5,2.0
303, GLE Class,2020,48980,Semi-Auto,3999,Diesel,145,36.7,2.0
304, GLE Class,2017,39991,Automatic,17800,Diesel,300,39.2,3.0
305, GLE Class,2017,27000,Automatic,13107,Diesel,265,42.8,3.0
306, GLA Class,2015,17495,Semi-Auto,58000,Diesel,125,56.5,2.1
307, C Class,2013,8940,Automatic,66869,Diesel,125,57.7,2.1
308, A Class,2020,26325,Semi-Auto,1550,Petrol,145,28.5,1.3
309, C Class,2019,36791,Automatic,6664,Diesel,145,64.2,2.0
310, A Class,2015,13959,Manual,28051,Petrol,145,49.6,1.6
311, GLA Class,2019,24999,Semi-Auto,2001,Diesel,145,64.2,2.1
312, E Class,2015,18995,Automatic,7315,Diesel,160,50.4,3.0
313, A Class,2019,19990,Semi-Auto,12456,Petrol,145,53.3,1.3
314, C Class,2012,9124,Automatic,60586,Diesel,145,56.5,2.1
315, C Class,2017,25232,Automatic,15104,Diesel,145,58.9,2.1
316, GLS Class,2017,38000,Automatic,12046,Diesel,150,37.2,3.0
317, CL Class,2019,26199,Semi-Auto,12441,Diesel,145,51.4,2.2
318, S Class,2017,28000,Automatic,31582,Diesel,150,50.4,3.0
319, E Class,2017,21499,Semi-Auto,24938,Diesel,145,67.3,2.0
320, C Class,2019,37890,Automatic,4404,Petrol,145,30.4,3.0
321, E Class,2019,32998,Automatic,8946,Diesel,145,44.8,2.0
322, B Class,2020,27490,Automatic,2563,Diesel,145,55.4,2.0
323, GLA Class,2016,18999,Semi-Auto,36899,Diesel,125,56.5,2.1
324, A Class,2019,22399,Semi-Auto,4122,Diesel,145,56.5,2.0
325, A Class,2017,28890,Automatic,17632,Petrol,145,40.9,2.0
326, E Class,2019,35599,Automatic,14954,Diesel,145,48.7,3.0
327, C Class,2019,30049,Semi-Auto,2011,Petrol,145,44.1,2.0
328, A Class,2018,22995,Semi-Auto,7009,Petrol,145,53.3,1.3
329, C Class,2019,40599,Semi-Auto,8000,Petrol,145,29.4,3.0
330, A Class,2015,12900,Semi-Auto,22369,Diesel,20,68.9,1.5
331, C Class,2019,24190,Automatic,13733,Petrol,145,46.3,1.5
332, C Class,2016,31995,Automatic,11891,Petrol,260,36.2,3.0
333, C Class,2017,18433,Semi-Auto,34278,Diesel,145,61.4,2.1
334, C Class,2019,26589,Semi-Auto,3762,Diesel,145,60.1,1.6
335, CLA Class,2017,17000,Automatic,7392,Petrol,150,53.3,1.6
336, GLC Class,2016,20750,Automatic,30848,Diesel,125,56.5,2.1
337, C Class,2015,12995,Automatic,45024,Diesel,20,64.2,2.1
338, C Class,2019,28950,Semi-Auto,10021,Diesel,145,54.3,2.0
339, C Class,2019,31779,Semi-Auto,1000,Diesel,145,54.3,1.6
340, E Class,2019,25499,Semi-Auto,5600,Diesel,145,67.3,2.0
341, C Class,2018,28374,Automatic,8962,Diesel,145,54.3,2.0
342, GLE Class,2019,48890,Semi-Auto,4500,Diesel,150,35.8,2.0
343, E Class,2016,19248,Automatic,42868,Diesel,145,53.3,3.0
344, GLC Class,2019,24500,Automatic,19932,Petrol,150,37.2,2.0
345, GLC Class,2018,30568,Automatic,9160,Diesel,145,56.5,2.1
346, GLE Class,2017,28490,Semi-Auto,23909,Diesel,145,47.9,2.1
347, GLA Class,2018,21999,Semi-Auto,15381,Diesel,145,56.5,2.1
348, C Class,2019,31480,Semi-Auto,16,Diesel,145,51.4,2.0
349, A Class,2017,16499,Automatic,40381,Diesel,20,74.3,1.5
350, C Class,2019,25799,Semi-Auto,13571,Diesel,145,61.4,2.0
351, S Class,2015,26578,Automatic,33462,Diesel,205,48.7,3.0
352, CL Class,2016,15990,Manual,33000,Diesel,20,67.3,2.1
353, C Class,2019,26349,Semi-Auto,10299,Diesel,145,61.4,2.0
354, C Class,2016,18349,Semi-Auto,33456,Diesel,30,64.2,2.1
355, E Class,2019,37000,Semi-Auto,6940,Diesel,145,48.7,3.0
356, CLC Class,2010,5880,Automatic,40000,Petrol,300,34.0,1.8
357, C Class,2016,19699,Semi-Auto,30611,Diesel,30,64.2,2.1
358, GLA Class,2016,18400,Automatic,49000,Petrol,200,43.5,2.0
359, C Class,2019,30490,Automatic,5144,Diesel,145,61.4,2.0
360, E Class,2019,35699,Semi-Auto,9957,Diesel,145,42.8,2.0
361, C Class,2019,30995,Automatic,5862,Petrol,145,44.1,2.0
362, C Class,2016,18799,Semi-Auto,6900,Petrol,125,52.3,2.0
363, E Class,2020,45498,Automatic,1000,Diesel,145,42.8,2.9
364, C Class,2015,16299,Automatic,25958,Diesel,30,62.8,2.1
365, C Class,2019,41750,Semi-Auto,10004,Petrol,145,34.5,4.0
366, GLC Class,2017,25210,Semi-Auto,39140,Diesel,150,56.5,2.1
367, S Class,2019,54999,Semi-Auto,369,Diesel,145,52.3,3.0
368, E Class,2019,37699,Semi-Auto,7779,Diesel,145,48.7,3.0
369, C Class,2019,24000,Semi-Auto,5207,Petrol,145,44.1,1.5
370, A Class,2018,20995,Semi-Auto,9654,Petrol,145,53.3,1.3
371, M Class,2014,19194,Semi-Auto,57573,Diesel,200,46.3,2.1
372, C Class,2015,13990,Automatic,42000,Diesel,20,65.7,2.1
373, GLE Class,2019,75995,Semi-Auto,9,Petrol,145,23.7,5.5
374, E Class,2019,37199,Semi-Auto,4800,Diesel,145,48.7,3.0
375, SL CLASS,2019,30670,Automatic,3000,Petrol,145,47.1,2.0
